LOCALIDADES,El Carmen,Nopala (Guadalupe Nopala),Loma de San Jos,Santiago Zacualuca,La Planada,Colonia Morelos,El Cid,Colonia Santo Toms,Prados San Francisco,Colonia Lzaro Crdenas del Ro,San Miguel,Benito Jurez,San Pedro Tepetitln,Colonia la Asuncin,Unidad San Miguel Jageyes,El Dorado Huehuetoca,San Juan Teacalco,Santo Domingo Aztacameca,Prados de San Juan,Oxtotipac,Fraccionamiento Santa Cruz Tecmac,Lomas de Tenopalco,Barrio Tlatenco,Ocopulco,Axapusco,Santa Mara Huecatitla,Colonia Lzaro Crdenas (Los Hornos),San Francisco Mazapa,Caada de Cisneros,Santa Mara Cuevas (Cuevas),Cuautlacingo,Puerto Mag,San Francisco Tenopalco,Nopaltepec,Ixtlahuaca de Cuauhtmoc,Colonia el Salado,Santa Mara,Colonia Santa Luca,Villa URBI del Rey,Santa Luca,Colonia 2 de Septiembre,San Miguel Jaltocan,Santiago Chimalpa (Chimalpa),General Felipe ngeles (Los ngeles),La Providencia,San Bartolom Actopan,Loma Larga,San Buenaventura,Hueypoxtla,Transfiguracin,Villas de la Laguna,Axotln,San Marcos Nepantla,Tepojaco,San Pedro Xalpa,San Miguel Jageyes,Santa Mara de Guadalupe,San Jos de la Loma,San Miguel Hila,Santiago Tolman,Loma Alta,Santa Isabel Ixtapan,San Pedro Huaquilpan,San Miguel Xometla,Atlatongo,Zapotln de Jurez,San Francisco Mag,Nueva Santa Rosa,Ex-Hacienda Santa Ins,San Bartolo,Santa Catarina,Huitzila,Arbolada los Sauces,San Jos el Vidrio,Tezontepec,San Mateo Ixtacalco,Santa Mara Magdalena Cahuacn,San Pablo Tecalco,San Sebastin Xolalpa,San Lorenzo Tlalmimilolpan,Acolman de Nezahualcyotl,San Luis Tecuahutitln,Concepcin Jolalpan,Santa Ana Tlachihualpa,Quinto Barrio (Ejido Cahuacn),Granjas Ampliacin Santa Rosa,San Sebastin,Salitrillo,Temascalapa,San Bartolo,Tlapanaloya,Tequisistln,San Cristbal Nexquipayac,Santa Cruz del Monte,Santa Mara Tonanitla,Tolcayuca,Fraccionamiento Paseos de Tultepec II,Ejido de Coyotepec,San Francisco Zacacalco,San Bartolo,Jilotzingo,Villa del Carbn,San Mateo Xoloc,Ex-Hacienda de Jalpa,Galaxia Cuautitln,Santa Mara Ajoloapan,Ejido de Tequisistln Primero,Santiago Cuautlalpan,Paseos de San Juan,Otumba de Gmez Faras,Fraccionamiento la Trinidad,Puerto Escondido (Tepeolulco Puerto Escondido),San Bartolo Cuautlalpan,Jaltenco,Progreso Industrial,Huehuetoca,San Martn de las Pirmides,Veintids de Febrero,Haciendas de Tizayuca,Santa Ana Nextlalpan,Fraccionamiento Social Progresivo Santo Toms Chiconautla,Alborada Jaltenco,Tecmac de Felipe Villanueva,Ampliacin San Mateo (Colonia Solidaridad),Tezoyuca,San Salvador Atenco,Huilango,Santiago Teyahualco,Don Antonio,Santa Mara Ajoloapan,San Juan Zitlaltepec,Chiconcuac de Jurez,Los Reyes Acozac,Tequixquiac,Teotihuacn de Arista,Tultitln de Mariano Escobedo,San Martn Azcatepec,Coyotepec,Colonia Santa Teresa,Tepotzotln,Melchor Ocampo,Tizayuca,Zumpango de Ocampo,Teoloyucan,Tultepec,Fuentes del Valle,Tepexpan,Cuautitln,San Pablo de las Salinas,Buenavista,Ojo de Agua,San Francisco Coacalco,Villa Nicols Romero,Azcapotzalco,Cuautitln Izcalli,Ciudad Lpez Mateos,Tlalnepantla,Naucalpan de Jurez,Gustavo A. Madero,Ecatepec de Morelos, 
San Jos de la Loma,29.015,26.644,49.895,35.13,5.459,50.514,30.757,5.146,20.002,4.864,11.161,56.457,50.647,24.766,14.956,13.515,36.726,47.365,41.337,64.24,34.302,21.73,10.591,50.274,69.661,11.52,33.821,59.582,32.036,11.558,64.934,35.691,19.809,68.293,38.685,42.777,6.763,21.035,11.475,27.685,21.231,18.849,48.349,32.007,11.58,35.552,48.138,20.736,17.002,60.682,9.085,18.727,40.27,25.687,4.423,12.905,4.253,0,45.346,68.083,51.238,47.277,44.988,53.94,41.116,43.177,32.592,45.533,24.483,53.494,51.054,26.328,13.744,40.121,45.714,15.508,44.846,37.363,60.909,59.863,50.899,35.759,58.272,34.07,46.259,44.855,14.355,6.92,30.251,11.621,20.542,46.027,50.277,11.361,23.71,38.458,30.962,9.827,28.862,4.843,17.24,51.464,18.911,2.522,23.31,25.457,44.152,23.203,20.959,70.717,9.65,46.903,18.52,14.739,48.977,5.794,62.008,48.182,29.634,16.037,44.99,27.983,31.425,39.663,54.867,52.049,24.399,31.717,35.734,26.782,2.131,52.944,24.179,15.584,59.523,35.041,34.045,7.276,18.706,15.645,20.033,21.863,10.017,7.878,23.531,37.494,42.877,25.166,27.982,33.11,43.758,40.698,43.108,61.262,25.829,41.496,40.449,47.766,52.071,39.046, 
San Miguel Hila,81.678,73.086,7.754,65.682,40.496,7.523,85.134,38.416,50.142,54.574,57.603,108.493,64.586,39.38,47.125,55.815,77.292,87.345,55.276,78.179,64.854,34.732,33.271,64.213,83.6,34.793,25.576,73.521,26.515,58,78.873,19.877,35.958,90.62,87.191,56.716,49.064,60.559,44.161,65.054,34.714,41.553,62.288,84.043,45.78,85.615,7.546,52.92,63.444,17.488,55.527,17.059,67.977,75.75,50.276,45.469,53.28,45.346,0,80.172,30.404,59.366,98.56,66.029,66.746,96.749,22.005,57.622,36.623,65.583,63.143,79.974,60.22,13.987,99.286,31.47,15.262,67.345,72.998,71.952,62.988,73.208,70.361,71.519,16.676,56.944,54.562,46.1,81.549,35.471,67.018,58.116,62.366,38.538,39.482,92.03,29.707,37.004,89.182,49.345,63.716,33.852,17.907,45.381,30.471,71.933,56.241,14.601,60.014,82.806,56.126,40.577,64.996,48.482,7.998,43.859,74.097,6.771,85.091,49.799,57.079,36.014,62.774,27.822,66.956,64.138,14.44,29.006,80.928,68.534,54.179,65.033,70.498,62.06,71.612,25.19,64.027,37.7,54.079,31.25,35.378,79.632,51.207,35.747,31.55,27.642,54.966,26.783,33.471,24.012,55.847,32.201,4.263,31.232,26.97,12.521,28.719,27.232,25.609,51.135, 
Santiago Tolman,48.865,66.904,84.439,19.706,63.075,85.058,49.901,61.934,48.898,65.199,68.228,24.023,22.744,48.28,74.478,83.168,19.71,9.155,30.478,13.459,21.913,49.187,61.543,31.862,5.41,61.253,57.683,8.075,86.947,69.915,5.153,90.602,50.669,12.43,50.295,31.526,76.417,33.367,71.514,28.783,49.449,50.453,29.937,45.461,56.405,24.173,82.682,80.273,64.622,95.226,66.152,73.638,19.454,53.262,72.506,72.822,63.905,68.083,80.172,0,109.768,27.133,51.345,16.569,16.328,49.534,83.046,28.804,45.589,22.61,20.17,36.969,38.257,91.893,26.354,59.216,93.168,28.255,8.35,13.046,20.015,16.303,23.386,19.515,94.581,29.257,37.813,71.033,26.204,58.71,70.347,25.883,30.133,75.5,42.63,56.467,53.086,73.966,55.79,74.278,73.594,109.994,73.114,68.165,59.179,62.406,26.21,73.364,34.773,7.086,44.016,44.615,36.438,57.814,83.212,73.208,5.877,82.417,51.699,51.522,40.495,40.48,46.19,47.91,23.983,31.905,69.601,45.905,51.602,25.235,63.511,32.8,29.821,77.877,10.709,48.552,31.265,74.662,79.902,69.848,58.712,55.369,43.756,58.019,48.747,44.705,27.975,55.252,44.421,52.638,39.263,40.682,77.343,58.974,65.568,65.697,54.272,66.555,49.783,36.758, 
Loma Alta,89.401,96.488,26.131,95.869,53.103,24.192,91.143,65.698,64.531,56.102,71.547,131.451,94.773,69.295,46.211,54.652,107.479,117.532,85.463,108.366,95.041,66.259,59.399,94.4,113.787,60.921,54.305,103.708,20.14,71.944,109.06,19.003,64.338,120.807,119.361,86.903,47.901,74.948,42.997,95.241,65.76,67.97,92.475,114.23,60.169,115.802,24.645,29.317,77.388,38.297,69.471,34.579,98.164,105.937,49.113,38.57,67.224,51.238,30.404,109.768,0,85.679,114.879,92.342,93.059,113.068,21.919,83.935,63.258,91.896,89.456,82.691,70.107,20.021,115.606,56.521,16.43,93.658,99.311,98.265,89.301,99.521,96.674,97.832,19.694,83.257,63.99,40.342,107.862,58.806,69.196,84.429,88.679,45.99,66.116,118.343,55.721,45.308,85.225,43.587,73.603,9.256,33.219,44.67,58.022,81.82,82.554,29.71,69.442,109.119,66.013,85.305,74.883,57.91,22.904,42.517,100.41,27.076,85.997,59.227,83.392,66.758,89.087,53.836,93.269,90.451,33.543,55.02,107.241,94.847,49.079,91.346,72.554,71.947,97.925,51.204,90.34,47.13,48.321,37.175,58.808,78.226,61.094,58.115,57.564,53.656,81.279,52.797,59.485,50.026,82.16,58.215,28.352,57.246,38.971,38.535,54.733,53.246,51.623,77.448, 
Santa Isabel Ixtapan,47.486,57.601,63.633,17.986,42.269,64.252,50.942,41.128,28.091,44.393,47.422,49.765,12.137,27.473,53.672,62.362,45.452,34.897,12.298,25.731,20.193,28.38,40.737,8.623,31.152,40.447,36.877,21.073,66.141,47.819,26.425,69.796,29.862,38.172,52.999,5.381,55.611,38.092,50.708,30.862,28.642,29.646,6.697,49.851,35.599,51.423,61.876,59.467,53.263,74.42,45.346,52.832,12.638,41.558,51.7,52.016,43.099,47.277,59.366,27.133,85.679,0,62.157,13.098,13.815,60.346,63.057,1.865,25.6,12.652,6.491,43.571,42.532,71.904,50.966,39.227,73.179,12.858,20.067,19.021,10.057,29.532,14.677,35.116,74.592,3.097,36.149,51.044,45.146,38.721,56.361,1.634,1.991,55.511,22.641,55.627,33.097,53.977,52.779,54.289,50.241,90.005,53.125,48.176,39.19,75.181,3.221,53.375,39.047,29.875,45.469,26.996,40.713,37.825,63.223,53.219,21.166,62.428,48.688,31.533,14.851,20.49,26.371,27.921,9.037,8.454,49.612,25.916,44.525,32.131,43.522,9.349,34.095,51.403,18.681,28.563,20.077,54.673,59.913,49.859,38.723,43.229,40.55,38.03,28.758,24.716,7.889,35.263,24.432,32.649,14.977,20.693,57.354,41.355,45.579,48.078,36.653,48.936,32.164,19.139, 
San Pedro Huaquilpan,18.956,29.071,102.827,40.572,50.081,103.446,19.993,48.764,67.286,42.104,49.227,19.499,71.46,53.545,92.866,62.141,34.393,31.935,57.841,63.345,39.744,67.575,55.932,66.779,48.872,55.642,76.071,57.962,105.335,40.986,54.059,108.99,69.057,43.337,20.386,58.466,51.751,33.397,89.902,34.963,67.837,43.814,64.853,15.552,50.794,33.219,101.07,98.661,35.693,113.614,38.04,92.026,48.852,23.354,49.411,91.21,40.811,44.988,98.56,51.345,114.879,62.157,0,73.255,51.795,2.476,101.162,61.762,63.705,53.278,70.369,27.404,32.596,110.009,20.924,57.613,111.284,45.975,58.988,63.684,70.214,38.99,74.024,35.618,112.697,61.083,37.173,52.581,28.979,54.676,42.647,62.255,66.506,57.443,50.896,13.826,71.202,55.909,25.15,50.504,36.142,120.882,91.23,48.183,77.295,34.706,60.381,91.48,34.047,54.679,37.921,64.195,28.402,44.204,101.328,51.455,56.554,100.533,21.059,42.588,47.027,58.596,41.404,66.026,74.182,68.277,87.717,64.021,20.962,34.756,43.53,69.172,33.232,50.177,63.344,66.668,42.657,53.358,80.812,87.964,54.678,24.729,37.661,53.985,66.863,62.821,59.105,73.368,62.537,70.754,47.031,58.798,95.459,78.554,83.684,85.277,73.852,86.135,69.363,56.338, 
San Miguel Xometla,41.031,51.146,70.296,11.281,48.932,70.915,44.488,47.791,34.755,51.056,54.085,45.688,2.272,34.137,60.335,69.025,22.988,30.82,16.335,14.466,13.488,35.044,47.4,7.243,27.075,47.11,43.54,11.177,72.804,54.482,16.006,76.459,36.526,34.095,36.001,17.383,62.274,28.096,57.371,20.866,35.306,36.31,10.251,67.126,42.262,28.525,68.539,66.13,59.926,81.083,52.009,59.495,8.26,35.104,58.363,58.679,49.762,53.94,66.029,16.569,92.342,13.098,73.255,0,6.077,64.638,69.299,15.056,31.842,2.857,5.908,28.2,32.801,78.146,41.458,45.469,79.421,11.301,9.351,3.686,3.348,17.837,12.424,21.049,80.834,15.509,42.391,57.286,27.738,44.963,62.603,12.135,13.118,61.753,28.883,61.699,39.339,60.219,58.851,60.531,40.51,96.247,59.367,54.418,45.432,77.51,12.462,59.617,29.317,20.55,51.711,30.868,30.982,44.067,69.465,59.461,10.58,68.67,54.76,37.775,26.748,26.733,16.001,34.163,7.632,14.889,55.854,32.158,50.597,38.203,49.764,13.252,24.365,57.645,6.744,34.805,14.311,60.915,66.155,56.101,44.965,49.301,46.792,44.272,35,30.958,14.227,41.505,30.674,38.891,25.516,26.935,63.596,45.227,51.821,51.95,40.525,52.808,36.036,23.011, 
Atlatongo,35.775,45.89,71.013,5.874,49.649,71.632,39.232,48.508,35.472,38.232,41.261,46.405,7.102,23.385,61.052,69.742,18.231,31.537,16.015,14.225,8.081,35.761,48.117,12.073,27.792,47.827,44.257,10.936,73.521,41.658,15.765,77.176,37.243,34.812,31.244,18.1,62.991,22.689,58.088,15.459,36.023,25.865,16.511,38.141,42.979,23.768,69.256,66.847,42.729,81.8,34.168,60.212,5.623,29.848,45.539,59.396,36.939,41.116,66.746,16.328,93.059,13.815,51.795,6.077,0,44.386,70.363,16.12,32.906,2.163,6.442,22.655,27.256,79.21,46.923,46.533,80.485,8.525,9.111,4.674,4.246,13.937,24.147,17.149,81.898,16.573,26.812,58.35,23.838,46.027,45.907,13.199,17.449,62.817,20.58,39.667,40.403,61.283,36.819,45.598,34.965,97.311,60.431,43.277,46.496,59.221,13.526,60.681,23.772,20.31,33.015,31.932,25.437,45.131,70.529,60.525,9.982,69.734,32.728,38.839,14.739,27.797,10.456,35.227,10.267,19.221,56.918,33.222,28.565,16.841,38.624,20.116,18.82,45.323,4.668,35.869,11.535,61.979,67.219,57.165,46.029,24.833,32.755,45.336,36.064,32.022,15.291,42.569,31.738,39.955,16.715,27.999,64.66,46.291,52.885,53.014,41.589,53.872,37.1,24.075, 
Zapotln de Jurez,17.145,27.26,101.016,38.761,48.27,101.635,18.182,46.953,65.475,40.293,47.416,17.688,69.649,51.734,91.055,60.33,32.582,30.124,56.03,61.534,37.933,65.764,54.121,64.968,47.061,53.831,74.26,56.151,103.524,39.175,52.248,107.179,67.246,41.526,18.575,56.655,49.94,31.586,88.091,33.152,66.026,42.003,63.042,13.741,48.983,31.408,99.259,96.85,33.882,111.803,36.229,90.215,47.041,21.543,47.6,89.399,39,43.177,96.749,49.534,113.068,60.346,2.476,64.638,44.386,0,98.014,58.614,60.557,50.13,67.221,24.256,29.448,106.861,17.776,54.465,108.136,42.827,55.84,60.536,67.066,35.842,70.876,32.47,109.549,57.935,34.025,49.433,25.831,51.528,39.499,59.107,63.358,54.295,47.748,10.678,68.054,52.761,22.002,47.356,32.994,117.734,88.082,45.035,74.147,31.558,57.233,88.332,30.899,51.531,34.773,61.047,25.254,41.056,98.18,48.307,53.406,97.385,17.911,39.44,43.879,55.448,38.256,62.878,71.034,65.129,84.569,60.873,17.814,31.608,40.382,66.024,30.084,47.029,60.196,63.52,39.509,50.21,77.664,84.816,51.53,21.581,34.513,50.837,63.715,59.673,55.957,70.22,59.389,67.606,43.883,55.65,92.311,75.406,80.536,82.129,70.704,82.987,66.215,53.19, 
San Francisco Mag,85.143,59.594,17.732,69.147,31.577,15.793,88.599,28.628,36.298,37.09,44.111,111.958,68.051,41.062,38.207,46.897,80.757,90.81,58.741,81.644,68.319,32.882,23.483,67.678,87.065,25.005,29.041,76.986,4.351,44.508,82.338,2.913,31.195,94.085,90.656,60.181,40.146,46.715,35.243,68.519,32.558,39.737,65.753,87.508,28.218,89.08,16.247,31.615,49.952,32.913,42.035,15.641,71.442,79.215,41.358,36.551,36.479,32.592,22.005,83.046,21.919,63.057,101.162,69.299,70.363,98.014,0,65.767,40.406,73.728,71.288,60.087,47.503,8.156,107.431,24.533,12.881,75.49,81.143,80.097,71.133,81.353,78.506,79.664,14.294,65.089,41.138,36.947,89.694,26.18,65.801,66.261,70.511,29.385,43.264,100.175,28.15,27.851,97.327,40.192,50.999,25.366,14.448,36.228,26.034,59.216,64.386,10.939,46.59,90.951,43.409,59.819,52.279,35.058,14.646,34.706,82.242,18.817,93.236,36.375,65.224,44.159,70.919,38.633,75.101,72.283,14.772,37.151,89.073,76.679,35.171,73.178,49.702,49.343,79.757,33.335,72.172,28.547,44.926,18.404,31.042,55.622,38.49,26.456,30.598,35.787,63.111,25.156,41.616,34.823,63.992,40.346,20.093,48.226,19.614,30.276,42.163,49.48,48.085,59.28, 
Nueva Santa Rosa,45.743,55.858,61.889,19.657,40.525,62.508,49.199,39.384,26.347,42.649,45.678,51.436,13.808,25.729,51.928,60.618,47.123,36.568,10.555,27.402,21.864,26.636,38.993,10.294,32.823,38.703,35.133,22.744,64.397,46.075,28.096,68.052,28.118,39.843,51.256,4.08,53.867,36.349,48.964,29.119,26.898,27.902,8.368,48.108,33.855,49.68,60.132,57.723,51.519,72.676,43.602,51.088,14.309,39.815,49.956,50.272,41.355,45.533,57.622,28.804,83.935,1.865,61.762,15.056,16.12,58.614,65.767,0,24.127,13.827,7.666,42.099,41.06,70.431,52.141,37.754,71.706,11.127,21.242,20.196,11.232,30.707,15.852,33.644,73.119,1.57,34.676,49.571,43.674,37.248,54.888,2.809,3.565,54.038,21.168,54.155,31.624,52.504,51.307,52.816,48.769,88.532,51.652,46.703,37.717,73.709,1.39,51.902,37.575,31.05,43.996,28.171,39.241,36.352,61.75,51.746,22.341,60.955,47.216,30.06,13.379,19.018,24.899,26.448,10.212,9.629,48.139,24.443,43.053,30.659,42.049,10.524,32.623,49.93,19.856,27.09,18.605,53.2,58.44,48.386,37.25,41.757,39.077,36.557,27.285,23.243,4.204,33.79,22.959,31.176,13.505,19.22,55.881,42.53,44.106,49.253,37.828,50.111,33.339,20.314, 
Ex-Hacienda Santa Ins,47.686,40.111,40.89,31.69,19.123,41.509,51.142,17.982,4.941,21.599,24.628,74.501,30.594,4.277,31.251,39.941,43.3,53.353,21.284,44.187,30.862,5.557,17.591,30.221,49.608,17.301,13.103,39.529,39.036,25.025,44.881,42.691,7.039,56.628,53.199,22.724,33.19,10.178,28.287,31.062,5.819,4.206,28.296,50.051,12.453,51.623,39.133,37.046,30.469,51.677,22.552,25.727,33.985,41.758,28.906,29.595,20.305,24.483,36.623,45.589,63.258,25.6,63.705,31.842,32.906,60.557,40.406,24.127,0,32.639,30.199,25.707,14.897,50.64,66.342,12.336,51.915,20.791,40.054,39.008,30.044,40.264,37.416,38.575,53.328,23.999,11.021,29.507,48.605,16.075,34.422,25.171,29.421,33.974,7.683,59.086,11.254,32.44,35.152,28.558,27.427,68.469,26.329,26.237,12.501,39.337,23.296,32.111,14.831,49.862,17.424,26.047,17.899,9.189,41.959,31.682,41.153,41.164,30.225,6.405,14.267,6.771,29.83,18.193,34.012,31.193,28.348,9.194,47.984,35.59,21.583,32.088,17.944,29.464,38.668,12.084,31.083,20.909,38.377,23.063,9.033,22.454,13.276,15.384,6.687,14.329,22.021,12.005,6.77,20.344,22.903,10.503,36.09,40.406,24.315,34.478,35.704,47.987,31.215,18.19, 
San Bartolo,37.258,47.373,69.85,7.357,48.486,70.469,40.715,47.345,34.309,50.61,53.639,45.242,4.695,33.691,59.889,68.579,19.714,30.374,14.198,14.504,9.564,34.598,46.954,9.666,26.629,46.664,43.094,11.215,72.358,54.036,21.902,76.013,36.08,33.649,32.727,16.937,61.828,24.172,56.925,16.942,34.86,35.864,15.348,39.624,41.816,25.251,68.093,65.684,59.48,80.637,35.651,59.049,5.238,31.331,57.917,58.233,49.316,53.494,65.583,22.61,91.896,12.652,53.278,2.857,2.163,50.13,73.728,13.827,32.639,0,5.279,24.285,28.886,78.047,47.618,45.37,79.322,8.288,9.389,3.724,3.083,15.567,14.688,18.779,80.735,15.41,28.442,57.187,25.468,44.864,47.537,12.036,16.286,61.654,28.784,41.297,39.24,60.12,38.449,60.432,36.595,96.148,59.268,44.907,45.333,60.851,12.363,59.518,25.402,26.527,34.645,30.769,27.067,43.968,69.366,59.362,10.618,68.571,34.358,37.676,14.502,26.634,12.086,34.064,9.104,18.058,55.755,32.059,30.195,18.471,40.254,18.953,20.45,46.953,6.789,34.706,11.298,60.816,66.056,56.002,44.866,26.463,34.385,44.173,34.901,30.859,14.128,41.406,30.575,38.792,25.417,26.836,63.497,45.128,51.722,51.851,40.426,52.709,35.937,22.912, 
Santa Catarina,37.832,47.947,67.41,10.409,46.046,68.029,41.289,44.905,31.869,48.17,51.199,42.802,4.66,31.251,57.449,66.139,38.489,27.934,11.093,18.768,12.616,32.158,44.514,9.067,24.189,44.224,40.654,14.11,69.918,51.596,19.462,73.573,33.64,31.209,69.074,14.497,59.388,26.812,54.485,19.583,32.42,33.424,9.186,40.198,39.376,42.952,65.653,63.244,57.04,78.197,49.123,56.609,5.061,31.905,55.477,55.793,46.876,51.054,63.143,20.17,89.456,6.491,70.369,5.908,6.442,67.221,71.288,7.666,30.199,5.279,0,27.134,31.735,75.254,44.825,42.577,76.529,8.111,13.926,8.831,2.705,23.391,15.42,26.603,77.942,10.108,39.499,54.394,48.326,42.071,59.711,6.734,10.984,58.861,25.991,58.807,36.447,57.327,55.959,57.639,39.444,93.355,56.475,51.526,42.54,80.877,7.061,56.725,28.25,23.734,48.819,27.976,29.916,41.175,66.573,56.569,15.025,65.778,51.868,34.883,15.788,23.841,15.139,31.271,6.292,12.756,52.962,29.266,47.705,35.311,46.872,13.651,23.298,54.753,12.54,31.913,11.121,58.023,63.263,53.209,42.073,46.409,43.9,41.38,32.108,28.066,8.826,38.613,27.782,35.999,22.624,24.043,60.704,42.335,48.929,49.058,37.633,49.916,33.144,20.119, 
Huitzila,11.384,17.209,84.241,17.03,31.421,84.86,7.983,30.104,30.175,23.444,26.473,22.021,48.395,26.863,50.684,39.843,14.269,24.908,25.52,42.12,16.202,30.792,37.272,48.193,32.344,36.982,57.485,34.283,58.717,21.525,60.758,62.372,36.303,50.036,14.671,39.88,33.091,13.525,47.72,9.585,31.054,23.942,46.267,13.75,32.134,13.095,82.484,56.479,23.346,95.028,19.38,45.408,22.17,4.404,30.751,49.028,22.151,26.328,79.974,36.969,82.691,43.571,27.404,28.2,22.655,24.256,60.087,42.099,25.707,24.285,27.134,0,12.843,86.248,27.022,38.294,87.523,19.277,29.651,26.41,26.597,17.758,50.74,14.386,88.936,37.322,16.59,33.262,7.747,35.357,26.96,38.494,42.745,38.124,24.198,19.766,47.441,36.59,18.079,31.185,16.018,86.954,45.611,28.864,38.636,39.32,36.62,49.903,13.463,35.069,18.602,40.434,6.781,23.621,77.567,32.136,28.513,76.772,13.152,22.005,20.329,34.835,13.34,42.265,45.1,44.516,63.956,40.26,8.664,8.696,24.211,45.411,7.172,30.91,24.61,42.907,15.959,34.039,45.048,42.345,35.359,5.381,18.342,34.666,43.102,39.06,35.344,49.607,38.776,46.993,20.333,35.037,71.698,54.793,59.923,61.516,50.091,62.374,45.602,32.577, 
Arbolada los Sauces,15.95,19.332,64.487,21.631,18.837,65.106,17.692,17.52,23.912,10.86,13.889,43.392,47.356,17.352,38.1,27.259,29.654,40.293,30.12,43.408,20.803,25.64,24.688,47.154,60.763,24.398,37.731,35.571,46.133,14.286,40.72,49.788,23.719,55.228,25.62,38.841,20.507,7.536,35.136,14.186,25.141,13.132,45.228,18.942,19.55,28.48,62.73,43.895,19.73,75.274,6.796,32.824,26.771,18.615,18.167,36.444,9.567,13.744,60.22,38.257,70.107,42.532,32.596,32.801,27.256,29.448,47.503,41.06,14.897,28.886,31.735,12.843,0,72.488,32.649,25.686,73.763,23.872,34.245,31.004,31.191,22.268,58.895,20.579,75.176,45.477,4.671,20.654,17.186,22.749,23.26,46.649,50.9,25.516,16.404,25.393,33.68,23.982,21.496,18.577,11.667,74.346,33.003,16.256,26.028,28.175,44.775,37.295,7.468,64.92,5.994,48.589,5.029,11.703,63.807,19.528,33.023,63.012,16.569,9.85,24.924,20.482,17.934,42.381,53.255,52.671,50.195,34.435,22.243,13.291,11.603,53.566,10.688,18.302,29.204,37.759,20.554,21.431,32.44,29.737,22.751,8.798,5.734,22.058,26.249,40.212,43.499,27.884,20.481,44.201,24.928,43.192,57.938,62.948,46.162,56.326,58.246,63.647,53.757,40.732, 
San Jos el Vidrio,93.99,85.398,9.714,77.994,39.106,7.775,97.446,36.157,62.454,66.886,69.915,120.805,76.898,51.692,45.736,54.426,89.604,99.657,67.588,90.491,77.166,47.044,31.012,76.525,95.912,32.534,37.888,85.833,11.88,70.312,91.185,5.242,48.27,102.932,99.503,69.028,47.675,72.871,42.772,77.366,47.026,53.865,74.6,96.355,35.747,97.927,8.229,34.886,75.756,24.895,67.839,23.17,80.289,88.062,48.887,44.08,65.592,40.121,13.987,91.893,20.021,71.904,110.009,78.146,79.21,106.861,8.156,70.431,50.64,78.047,75.254,86.248,72.488,0,109.025,32.063,4.865,77.084,82.737,81.691,72.727,82.947,80.1,81.258,6.278,66.683,64.301,44.477,91.288,33.71,76.757,67.855,72.105,36.915,49.221,101.769,39.446,35.381,98.921,47.722,73.455,23.455,21.978,43.758,33.564,81.672,65.98,18.469,69.753,92.545,65.865,50.316,74.735,58.221,6.63,42.236,83.836,10.801,94.83,59.538,66.818,45.753,72.513,37.561,76.695,73.877,22.302,38.745,90.667,78.273,42.701,74.772,80.237,71.799,81.351,34.929,73.766,36.077,52.456,25.934,45.117,89.371,60.946,33.986,41.289,37.381,64.705,32.686,43.21,33.751,65.586,41.94,12.077,40.971,27.144,22.26,38.458,36.971,35.348,60.874, 
Tezontepec,19.683,29.798,103.553,41.298,50.807,104.172,20.719,49.49,68.012,42.83,49.954,2.087,46.469,54.271,93.592,62.868,10.05,14.337,58.567,32.458,40.47,68.301,56.658,55.587,21.773,56.368,76.797,32.971,106.061,41.713,27.124,109.716,69.783,21.065,5.175,59.192,52.477,34.123,90.628,35.689,68.563,44.54,53.662,16.279,51.52,6.459,101.796,99.387,36.42,114.34,38.766,92.752,49.578,24.08,50.137,91.936,41.537,45.714,99.286,26.354,115.606,50.966,20.924,41.458,46.923,17.776,107.431,52.141,66.342,47.618,44.825,27.022,32.649,109.025,0,66.363,120.034,54.725,30.846,35.542,42.073,15.84,45.882,19.682,121.447,51.315,45.923,61.331,12.897,63.426,51.396,47.941,52.191,66.193,59.646,22.575,79.952,64.659,33.9,59.254,44.892,129.631,99.98,56.933,86.045,43.455,48.268,100.23,42.797,24.537,46.671,72.945,37.152,52.954,110.078,60.205,28.413,109.283,29.809,51.338,55.777,67.346,50.154,74.776,46.041,53.963,96.467,72.771,15.96,43.506,52.28,54.858,41.982,58.926,35.202,75.418,51.407,62.108,89.561,96.714,63.428,33.479,46.411,62.735,75.613,71.571,50.033,82.118,71.287,79.504,55.781,67.548,104.209,87.304,92.434,94.027,82.602,94.885,78.113,65.088, 
