LOCALIDADES,Huitzililla,San Juan Tejupa,Tlayecac,San Lucas Colucan,Matzaco,Metepec,Xochitln,Tecomatln,Oacalco,Santa Teresa,Fraccionamiento Lomas de Cocoyoc,Tlapanal,Tilapa,San Antonio Alpanocan,Atenango del Ro,San Nicols Tolentino,Chinameca,Mayanaln,San Gabriel las Palmas,Huaquechula,Cacaloxchitl,Tzicatln,Tetecalita,Ayutla (San Felipe Ayutla),Taxco el Viejo,Atotonilco,Tetelilla,Unidad Habitacional Rinconada Acolapa,Ixtlilco el Grande,Tochimilco,Atlacahualoya,Huatecalco,Cuentepec,Villa Santiago,Zacualpan de Amilpas,San Andrs Tlalamac,Amilcingo,Tequesquitengo,Jaloxtoc,San Juan Raboso,Moyotepec,Unidad Habitacional Jos Mara Morelos y Pavn,Huazulco,Jumiltepec,Pea Flores (Palo Verde),Ticumn,San Juan Amecac,Acuitlapn,Tlancualpican,La Galarza,Escape de Lagunillas,Atlacholoaya,San Jos Vista Hermosa,Crucero Tezoyuca,Santa Catarina,Telixtac,Tezoyuca,Higuern,Mazatepec,Jantetelco,Calmeca (San Juan Calmeca),Huehuetln el Chico,Tepeojuma,Tilzapotla,Ocuituco,Xochihuehuetln,Tetecala,Tlacotepec,Tulcingo de Valle,Amayuca,Acamixtla,Amacuzac,Calera Chica,Los Arcos,Tehuitzingo,Pedro Amaro,Tlatenchi,Chietla,Temoac,Totolapan,Tlamacazapa,Tepecoacuilco de Trujano,Tehuixtla,Hueyapan (San Andrs Hueyapan),Ciudad Ayala,Copalillo,Oaxtepec,Jolalpan,Ecatzingo de Hidalgo,Chiconcuac,Buenavista de Cullar,Miacatln,Independencia,Atlatlahucan,Tlayacapan,Tenextepango,Jonacatepec,Alpuyeca,Fraccionamiento Lomas de Ahuatln,Coatetelco,Cocoyoc,Tetela del Volcn,Ciudad de Chiautla de Tapia,Tlaltizapn,Unidad Habitacional Jos Mara Morelos y Pavn,San Nicols Galeana,Anenecuilco,Atencingo,Tepalcingo,San Pedro Apatlaco,Juan Morales,La Joya,Tepoztln,Progreso,Santa Rosa Treinta,Yecapixtla,Ciudad de Huitzuco,Axochiapan,Tres de Mayo,Tlaquiltenango,Jojutla,Xochitepec,Xoxocotla,Puente de Ixtla,Zacatepec de Hidalgo,Yautepec de Zaragoza,Izcar de Matamoros,Emiliano Zapata,Taxco de Alarcn,Temixco,Iguala de la Independencia,Cuautla,Jiutepec,Cuernavaca, 
Tlacotepec,30.487,30.551,22.429,66.375,60.17,14.298,33.535,132.461,49.459,199.862,51.141,54.766,49.444,12.591,196.774,61.859,49.114,211.902,131.621,32.637,79.499,49.785,110.793,62.899,185.501,22.103,25.028,65.771,37.114,31.924,37.467,66.88,123.025,70.987,4.184,32.35,10.842,133.734,27.01,59.158,44.039,88.443,8.727,21.354,40.629,70.583,15.418,155.688,54.619,62.517,51.283,111.495,121.45,107.027,65.422,35.489,105.738,84.713,127.893,13.719,36.344,60.993,70.451,143.815,18.264,172.935,132.379,0,155.056,12.231,175.443,135.011,73.454,48.578,99.791,84.106,83.917,58.011,6.025,52.147,172.867,198.218,134.474,12.837,40.197,123.522,43.706,67.222,26.881,108.622,160.651,126.72,64.864,46.437,50.393,38.758,16.431,113.142,83.056,122.668,41.041,12.733,74.909,68.801,109.317,82.281,38.33,60.302,27.844,34.934,32.75,63.278,63.777,67.978,76.614,28.685,192.914,42.827,98.336,77.063,80.445,103.836,118.669,127.035,78.879,52.296,54.676,75.198,172.507,98.999,188.807,33.935,73.432,82.578, 
Tulcingo de Valle,161.311,137.142,153.253,103.456,104.242,167.906,181.801,22.498,180.283,330.686,181.965,115.826,111.93,167.389,133.831,106.79,179.938,342.726,262.445,126.626,127.528,87.939,241.617,102.492,316.325,151.917,143.77,196.595,157.478,150.343,149.619,197.704,253.849,201.811,151.143,191.923,144.208,264.558,157.834,95.877,174.863,219.267,145.938,172.811,171.453,201.407,161.248,286.512,75.829,110.546,127.014,242.319,252.274,237.851,196.246,147.641,236.562,215.537,258.717,142.972,120.384,67.591,118.48,274.639,166.888,20.037,263.203,155.056,0,143.815,306.355,265.923,204.366,179.49,55.272,215.017,214.828,117.546,149.214,183.058,303.779,183.378,265.386,167.384,171.109,119.571,174.618,112.262,180.402,239.534,291.563,257.632,195.776,177.348,181.305,169.67,146.43,244.054,213.968,253.58,171.953,166.254,53.051,199.712,240.229,213.192,169.242,119.837,157.843,165.846,163.661,194.19,194.689,198.89,207.525,169.913,164.818,85.675,229.248,207.974,211.356,234.748,249.581,257.947,209.79,183.208,102.49,206.11,303.419,229.911,319.719,164.847,204.344,213.49, 
Amayuca,18.41,41.887,10.352,55.223,49.018,25.081,38.9,121.309,37.382,187.785,39.064,43.614,38.292,24.564,184.697,50.707,37.037,199.825,119.544,45.822,68.347,38.633,98.716,51.747,173.424,10.442,13.367,53.694,25.453,43.897,26.315,54.803,110.948,58.91,8.318,49.022,5.331,121.657,14.933,48.006,31.962,76.366,4.517,29.91,28.552,58.506,26.607,143.611,43.467,51.365,40.131,99.418,109.373,94.95,53.345,24.337,93.661,72.636,115.816,2.257,25.192,49.841,59.299,131.738,23.987,161.783,120.302,12.231,143.815,0,163.9,123.468,61.911,37.035,88.095,72.562,72.373,46.315,6.51,40.603,161.324,186.675,122.931,24.681,28.654,111.826,32.163,55.526,37.699,97.079,149.108,115.177,53.321,34.893,38.85,27.215,4.735,101.599,71.513,111.125,29.498,23.551,63.213,57.257,97.774,70.737,26.787,48.606,16.148,23.391,21.206,51.735,52.234,56.435,65.07,27.458,181.371,31.131,86.793,65.519,68.901,92.293,107.126,115.492,67.335,40.753,42.98,63.655,160.964,87.456,177.264,22.392,61.889,71.035, 
Acamixtla,113.779,204.426,154.249,217.763,211.558,166.293,156.915,283.849,129.665,62.529,140.906,206.154,200.832,176.384,129.53,213.247,96.17,74.569,47.273,208.362,230.887,138.366,79.877,214.287,24.277,121.544,176.389,98.201,126.453,195.344,188.855,74.784,84.815,99.323,171.53,167.037,168.984,66.491,158.422,210.546,96.55,72.153,167.729,163.7,121.829,86.001,189.146,54.83,143.576,213.905,144.288,74.94,58.76,76.12,103.645,126.163,76.734,76.976,63.902,165.883,187.732,149.949,221.839,76.571,169.364,324.323,59.047,175.443,306.355,163.9,0,37.887,74.369,104.901,241.167,67.193,61.616,199.387,159.854,139.25,17.044,73.151,56.674,169.121,100.277,132.512,125.858,157.513,168.372,68.443,35.584,58.448,88.637,135.155,130.994,101.353,157.385,55.101,82.875,57.658,110.744,159.893,164.748,66.451,70.032,56.008,99.408,201.678,116.85,139.2,135.788,89.329,108.095,85.685,64.784,142.989,88.814,133.118,71.505,67.53,63.802,65.973,57.341,41.718,56.831,99.876,196.053,74.838,20.09,71.086,52.662,133.553,83.871,78.499, 
Amacuzac,70.945,163.994,113.817,177.331,171.126,125.861,116.483,243.417,89.233,67.239,100.474,165.722,160.4,135.952,89.098,172.815,53.336,79.279,4.439,167.93,190.455,95.532,39.445,173.855,57.78,78.71,84.206,57.769,83.619,154.912,89.345,31.95,41.981,58.891,131.098,126.605,128.552,26.059,117.99,170.114,53.716,26.092,127.297,123.268,81.397,43.167,148.714,25.043,100.742,173.473,101.454,34.508,15.926,35.688,63.213,83.329,36.302,36.544,20.649,125.451,147.3,107.115,181.407,36.139,128.932,283.891,20.567,135.011,265.923,123.468,37.887,0,41.534,72.066,208.332,34.358,28.781,166.552,127.019,106.415,41.274,66.625,23.839,136.286,67.442,99.677,93.023,124.678,135.537,35.608,29.058,25.71,55.802,102.32,98.159,68.518,124.55,22.202,50.04,26.057,77.909,127.058,131.913,33.552,37.197,23.109,66.573,168.843,84.015,106.365,102.953,56.494,75.26,52.85,31.949,110.154,82.279,100.283,38.67,34.695,30.967,33.138,24.506,8.883,23.932,67.041,163.218,42.003,40.542,38.251,57.214,100.718,51.036,45.664, 
Calera Chica,59.91,102.437,52.26,115.774,109.569,64.265,54.887,181.86,28.434,108.623,39.112,104.165,98.843,74.356,105.534,111.258,46.882,120.663,40.382,106.373,128.898,99.184,12.93,112.298,94.262,71.475,74.4,9.592,86.486,93.316,86.866,25.549,28.691,22.088,69.541,65.009,66.995,42.495,56.433,108.557,40.837,36.936,65.74,61.672,33.219,36.267,87.157,64.449,104.018,111.916,100.682,14.855,30.211,8.658,26.41,84.888,8.276,42.861,36.654,63.894,85.743,110.392,119.85,52.576,67.375,222.334,41.14,73.454,204.366,61.911,74.369,41.534,0,25.412,148.383,34.04,48.947,106.603,67.07,47.996,82.398,107.749,44.005,75.569,46.838,119.843,33.053,115.392,74.821,10.45,70.182,36.801,9.148,43.902,39.74,50.549,64.601,23.223,18.776,32.749,31.256,66.341,123.501,27.123,17.307,35.914,44.971,108.894,76.014,43.235,43.004,9.841,40.402,6.196,21.473,49.437,102.445,91.419,4.031,29.757,30.649,13.917,28.75,36.566,26.747,20.387,103.269,2.65,82.038,10.509,98.338,37.801,6.334,14.4, 
Los Arcos,35.034,77.561,27.384,90.898,84.693,39.389,30.011,156.984,5.676,139.155,14.235,79.289,73.967,49.48,136.067,86.382,40.744,151.195,70.915,81.497,104.022,74.308,37.521,87.422,124.794,46.599,49.524,18.359,61.61,68.44,61.99,34.586,62.318,30.674,44.665,40.133,42.119,73.028,31.557,83.681,23.574,50.676,40.864,36.796,8.343,23.171,62.281,94.981,79.142,87.04,75.806,39.446,60.744,33.249,25.109,60.012,32.867,47.862,67.187,39.018,60.867,85.516,94.974,83.109,42.499,197.458,71.673,48.578,179.49,37.035,104.901,72.066,25.412,0,124.547,46.003,47.028,82.767,43.234,24.16,112.486,137.837,74.093,51.733,23.002,149.93,9.217,91.556,50.985,48.24,100.27,66.338,17.862,20.066,15.904,26.713,40.765,52.76,42.324,62.286,7.419,42.505,99.665,31.912,48.936,45.392,21.135,85.058,52.178,19.399,19.168,16.276,18.618,20.976,39.725,25.601,132.532,67.583,37.955,40.174,43.556,43.454,58.287,66.654,41.99,5.294,79.433,28.196,112.126,38.617,128.426,13.965,26.43,41.846, 
Tehuitzingo,106.046,81.877,97.988,48.191,48.977,112.641,126.536,32.766,125.018,275.421,126.7,60.561,56.665,112.124,173.937,51.525,124.673,287.461,207.18,71.361,72.263,86.019,186.352,47.227,261.06,96.652,88.505,141.33,102.213,95.078,94.354,142.439,198.584,146.546,95.878,136.658,88.943,209.293,102.569,40.612,119.598,164.002,90.673,117.546,116.188,146.142,105.983,231.247,79.147,55.281,71.749,187.054,197.009,182.586,140.981,92.376,181.297,160.272,203.452,87.707,65.119,88.113,63.215,219.374,111.623,73.24,207.938,99.791,55.272,88.095,241.167,208.332,148.383,124.547,0,159.745,159.556,62.274,93.942,127.786,248.507,273.858,210.114,112.112,115.837,166.41,119.346,110.111,125.13,184.262,236.291,202.36,140.504,122.076,126.033,114.398,91.158,188.782,158.696,198.308,116.681,110.982,101.966,144.44,184.957,157.92,113.97,64.565,102.571,110.574,108.389,138.918,139.417,143.618,152.253,114.641,268.554,83.524,173.976,152.702,156.084,179.476,194.309,202.675,154.518,127.936,47.218,150.838,248.147,174.639,264.447,109.575,149.072,158.218, 
Pedro Amaro,52.825,113.089,60.526,126.425,120.22,83.815,74.437,192.511,47.984,101.447,58.662,114.816,109.494,93.906,80.576,121.909,34.189,113.487,27.03,117.024,139.549,77.412,25.663,122.949,87.086,60.59,66.086,67.751,65.499,115.475,71.225,12.068,41.227,68.873,80.193,84.559,77.647,14.296,56.026,119.208,34.382,10.86,76.392,81.222,52.769,23.833,97.809,57.273,82.622,122.567,83.334,21.771,17.481,27.965,73.195,65.209,27.563,2.809,34.232,74.546,96.394,88.995,130.501,27.336,85.498,232.985,38.718,84.106,215.017,72.562,67.193,34.358,34.04,46.003,159.745,0,5.16,93.636,76.852,68.339,73.815,94.52,17.497,95.023,39.024,93.358,53.396,95.344,95.164,24.204,61.599,32.761,55.023,64.245,60.083,40.1,64.998,21.189,49.26,26.082,51.599,86.684,102.579,13.792,36.418,7.972,38.155,89.647,54.681,44.606,50.315,48.675,74.48,52.071,12.356,69.78,75.96,70.949,37.891,6.277,3.977,30.291,15.073,27.983,8.999,40.739,113.05,41.223,73.455,37.471,89.755,58.144,50.257,44.884, 
Tlatenchi,52.636,112.9,60.337,126.236,120.031,84.84,75.462,192.322,49.009,95.87,59.687,114.627,109.305,94.931,74.999,121.72,35.027,107.91,26.141,116.835,139.36,77.223,24.45,122.76,81.509,60.401,65.897,62.174,65.31,115.286,71.036,13.093,39.014,63.296,80.004,85.584,77.458,10.316,55.837,119.019,35.407,7.727,76.203,82.247,53.794,24.858,97.62,51.696,82.433,122.378,83.145,20.558,16.591,40.093,67.618,65.02,40.707,7.267,32.019,74.357,96.205,88.806,130.312,21.759,87.95,232.796,36.505,83.917,214.828,72.373,61.616,28.781,48.947,47.028,159.556,5.16,0,94.793,78.009,68.58,69.259,89.964,12.941,96.18,39.265,88.802,53.637,96.501,95.405,23.66,57.043,31.574,62.108,64.486,60.324,40.341,66.155,20.002,56.345,24.895,51.84,86.925,103.736,14.033,43.503,6.785,38.396,90.804,55.838,44.847,50.556,62.8,81.565,59.156,11.812,70.021,71.404,72.106,44.976,6.518,2.79,39.444,13.886,23.427,7.966,40.98,114.207,48.308,68.899,44.556,85.199,58.385,57.342,51.969, 
Chietla,64.266,47.92,56.208,13.323,12.047,70.861,84.756,95.04,83.238,233.641,84.92,26.604,10.544,70.344,114.087,9.229,60.143,245.681,165.4,37.404,42.117,26.169,92.967,9.532,219.28,44.462,34.299,99.55,33.641,64.932,28.723,81.254,156.804,104.766,54.098,94.878,47.163,102.908,60.789,21.737,77.818,99.472,48.893,75.766,74.408,104.362,64.203,189.467,16.688,25.135,11.899,94.754,98.532,140.806,99.201,31.087,139.517,95.743,161.672,45.927,23.339,25.654,33.069,115.948,69.843,135.514,166.158,58.011,117.546,46.315,199.387,166.552,106.603,82.767,62.274,93.636,94.793,0,54.126,87.97,208.691,234.042,170.298,72.296,76.021,108.085,79.53,51.786,85.314,144.446,196.475,162.544,100.688,82.26,86.217,74.582,51.342,148.966,118.88,158.492,76.865,71.166,39.472,80.107,145.141,93.587,74.154,4.855,40.786,70.758,68.573,99.102,99.601,103.802,87.92,74.825,228.738,25.199,134.16,88.369,91.751,139.66,95.373,162.859,90.185,88.12,17.167,111.022,208.331,134.823,224.631,69.759,109.256,118.402, 
Temoac,24.733,38.123,16.675,60.622,54.417,18.875,27.159,126.708,43.705,194.108,45.387,49.013,43.691,18.358,191.02,56.106,43.36,206.148,125.867,51.221,73.746,44.032,105.039,57.146,179.747,16.349,19.274,60.017,31.36,37.691,31.714,61.126,117.271,65.233,2.112,36.927,5.088,127.98,21.256,53.405,38.285,82.689,2.973,25.931,34.875,64.829,21.391,149.934,48.866,56.764,45.53,105.741,115.696,101.273,59.668,29.736,99.984,78.959,122.139,7.966,30.591,55.24,64.698,138.061,21.339,167.182,126.625,6.025,149.214,6.51,159.854,127.019,67.07,43.234,93.942,76.852,78.009,54.126,0,46.394,167.114,192.465,128.721,18.443,34.444,117.769,37.953,61.469,31.461,102.869,154.898,120.967,59.111,40.684,44.64,33.005,10.678,107.389,77.303,116.915,35.288,17.313,69.156,63.048,103.564,76.528,32.577,54.549,22.091,29.181,26.997,57.525,58.024,62.225,70.861,22.314,187.161,37.074,92.583,71.31,74.692,98.083,112.916,121.282,73.126,46.543,48.923,69.445,166.754,93.246,183.054,28.182,67.679,76.825, 
Totolapan,38.603,66.66,30.953,94.466,88.261,31.263,21.885,160.552,22.413,173.504,20.693,82.857,77.535,41.354,170.416,89.95,47.636,185.544,105.263,85.065,107.59,77.876,84.435,90.99,159.143,50.167,53.092,40.943,65.178,60.314,65.558,57.17,96.667,44.628,48.234,19.871,45.688,107.376,35.126,87.249,34.379,73.26,44.433,28.67,23.806,45.755,65.85,129.33,82.71,90.608,79.374,85.137,95.092,80.669,39.063,63.58,79.38,70.446,101.535,42.587,64.435,89.084,98.542,117.457,30.917,201.026,106.021,52.147,183.058,40.603,139.25,106.415,47.996,24.16,127.786,68.339,68.58,87.97,46.394,0,146.461,171.812,108.068,43.557,29.969,183.906,15.096,94.908,34.669,82.216,134.245,100.314,40.501,6.389,8.723,33.217,44.117,86.736,56.65,96.262,23.875,34.329,103.016,54.177,82.911,67.657,28.102,88.409,55.53,25.903,22.519,38.915,37.37,43.615,61.99,17.425,166.508,70.934,71.93,62.439,65.821,77.43,92.263,100.629,64.255,28.851,82.784,50.835,146.101,72.593,162.401,20.284,49.069,56.172, 
Tlamacazapa,111.479,201.85,151.673,215.187,208.982,163.717,154.339,281.273,127.089,66.974,138.33,203.578,198.256,173.808,126.954,210.671,93.87,79.014,45.069,205.786,228.311,136.066,77.301,211.711,37.916,119.244,173.813,95.625,124.153,192.768,186.279,72.484,82.096,96.747,168.954,164.461,166.408,63.915,155.846,207.97,94.25,69.577,165.153,161.124,119.253,83.701,186.57,68.469,141.276,211.329,141.988,72.364,56.46,73.544,101.069,123.863,74.158,74.4,77.541,163.307,185.156,147.649,219.263,59.075,166.788,321.747,72.686,172.867,303.779,161.324,17.044,41.274,82.398,112.486,248.507,73.815,69.259,208.691,167.114,146.461,0,54.594,63.824,176.271,107.427,139.662,133.008,164.663,175.522,75.593,15.343,66.677,95.787,142.305,138.144,108.503,164.535,63.169,90.025,67.024,117.894,167.043,171.898,82.195,77.182,64.076,106.558,208.828,124,146.35,142.938,96.479,115.245,92.835,71.934,150.139,70.257,140.268,78.655,74.68,70.952,73.123,64.491,48.868,64.899,107.026,203.203,81.988,35.114,78.236,45.183,140.703,91.021,85.649, 
Tepecoacuilco de Trujano,141.996,227.201,177.024,240.538,234.333,189.068,179.69,306.624,152.44,10.711,163.681,228.929,223.607,199.159,56.356,236.022,124.387,16.482,70.42,231.137,253.662,145.494,102.652,237.062,35.383,149.761,155.257,120.976,154.67,218.119,160.396,102.453,107.447,122.098,194.305,189.812,191.759,84.62,181.197,233.321,124.767,90.283,190.504,186.475,144.604,114.218,211.921,99.54,171.793,236.68,172.505,97.715,90.895,98.895,126.42,154.38,99.509,83.965,86.63,188.658,210.507,133.489,244.614,82.066,192.139,175.429,103.757,198.218,183.378,186.675,73.151,66.625,107.749,137.837,273.858,94.52,89.964,234.042,192.465,171.812,54.594,0,86.076,198.523,129.679,69.486,155.26,121.421,197.774,97.845,38.593,88.929,118.039,164.557,160.396,130.755,186.787,85.421,112.277,89.276,140.146,189.295,137.244,104.447,99.434,86.328,128.81,231.08,146.252,168.602,165.19,118.731,137.497,115.087,94.186,172.391,19.257,162.52,100.907,96.932,93.204,95.375,86.743,71.12,87.151,129.278,225.455,104.24,48.283,100.488,14.584,162.955,113.273,107.901, 
Tehuixtla,64.973,163.457,113.28,176.794,170.589,125.324,115.946,242.88,88.696,90.928,99.937,165.185,159.863,135.415,70.74,172.278,47.364,102.968,13.34,167.393,189.918,89.56,38.908,173.318,76.567,72.738,78.234,57.232,77.647,154.375,83.373,25.43,43.703,58.354,130.561,126.068,128.015,7.597,68.174,169.577,47.744,13.26,126.76,122.731,80.86,37.195,148.177,46.754,94.77,172.936,95.482,33.971,13.872,35.151,62.676,77.357,35.765,18.082,36.708,124.914,146.763,101.143,180.87,8.874,128.395,283.354,41.194,134.474,265.386,122.931,56.674,23.839,44.005,74.093,210.114,17.497,12.941,170.298,128.721,108.068,63.824,86.076,0,138.51,51.602,84.033,95.247,108.838,137.761,37.833,52.961,40.086,58.027,104.544,100.383,52.678,78.492,25.06,52.264,34.806,80.134,129.282,116.073,26.37,39.422,14.013,50.733,103.141,68.175,57.184,105.177,58.719,77.484,55.075,24.149,112.378,66.635,84.443,40.895,18.855,15.127,35.363,18.31,11.211,18.224,69.266,165.442,44.227,64.817,40.475,81.117,102.942,53.261,47.888, 
Hueyapan (San Andrs Hueyapan),42.904,26.199,34.846,78.792,72.587,12.504,25.68,144.878,52.972,203.375,54.327,35.903,61.861,2.363,200.287,74.276,61.531,215.415,135.134,30.887,41.649,62.202,114.306,75.316,189.014,34.52,37.445,68.516,49.531,19.853,49.884,79.297,126.538,74.499,16.601,29.866,23.259,137.247,39.427,71.575,56.456,100.86,21.144,18.87,44.075,73.328,8.477,159.201,67.036,74.934,63.7,115.008,124.963,110.54,68.934,47.906,109.251,97.13,131.406,26.136,48.761,73.41,52.187,147.328,16.47,185.352,135.892,12.837,167.384,24.681,169.121,136.286,75.569,51.733,112.112,95.023,96.18,72.296,18.443,43.557,176.271,198.523,138.51,0,47.176,135.78,43.746,79.48,21.309,108.663,160.692,126.761,64.866,34.744,48.887,51.016,28.689,113.183,83.097,122.709,41.082,7.161,87.167,78.915,109.358,92.395,45.309,72.56,40.102,47.192,45.008,63.28,63.818,67.98,86.728,23.803,192.955,55.085,98.377,87.177,90.559,103.877,118.71,127.076,88.993,52.298,66.934,75.2,172.548,99.04,188.848,35.229,73.434,82.619, 
Ciudad Ayala,21.086,69.181,19.004,82.517,76.312,37.985,28.607,148.603,27.117,134.531,27.931,70.908,65.586,48.076,113.66,78.001,18.271,146.571,54.682,73.116,95.641,60.467,39.568,79.041,120.17,32.888,41.143,39.785,48.554,71.567,53.609,27.855,67.578,48.645,36.284,38.729,33.739,47.381,18.268,75.3,5.014,43.945,32.483,35.392,15.807,25.52,53.901,90.357,65.677,78.659,67.425,41.355,45.133,45.188,43.08,48.264,45.673,41.131,61.883,30.638,52.486,72.05,86.593,60.42,34.119,189.077,66.369,40.197,171.109,28.654,100.277,67.442,46.838,23.002,115.837,39.024,39.265,76.021,34.444,29.969,107.427,129.679,51.602,47.176,0,128.475,21.475,78.626,49.443,47.333,86.904,60.67,39.316,24.212,28.162,6.684,31.359,49.098,60.826,53.991,18.42,41.114,90.259,25.161,54.2,38.641,2.469,75.652,37.963,6.139,11.848,37.73,41.546,42.429,32.974,24.059,111.077,58.177,59.409,33.423,36.805,50.141,40.427,51.353,35.239,26.747,70.027,49.65,98.484,60.071,115.06,11.641,47.884,60.348, 
Copalillo,114.652,149.148,121.297,119.246,119.609,201.162,191.784,141.583,164.534,84.361,175.775,130.74,114.68,135.855,13.246,117.056,123.225,76.358,104.486,141.746,146.253,81.687,114.746,118.096,101.275,102.47,100.06,133.069,88.16,151.534,90.433,101.291,119.541,134.192,119.609,201.906,116.828,83.458,117.853,125.873,123.605,89.121,115.808,198.569,156.697,113.056,133.868,122.592,95.294,129.271,96.007,109.809,89.733,110.989,138.514,91.563,111.603,82.803,112.546,112.045,121.116,69.682,137.205,80.904,134.932,111.622,117.032,123.522,119.571,111.826,132.512,99.677,119.843,149.93,166.41,93.358,88.802,108.085,117.769,183.906,139.662,69.486,84.033,135.78,128.475,0,171.324,57.338,213.838,113.909,107.019,116.163,134.103,180.621,176.46,129.036,108.37,101.137,128.34,110.883,156.21,138.564,73.161,102.728,115.498,90.371,127.091,102.255,98.53,133.542,181.254,134.795,153.561,131.151,100.507,188.455,52.095,84.591,116.971,95.213,91.485,111.439,94.668,95.422,94.582,145.342,121.018,120.303,140.894,116.551,83.01,179.019,129.337,123.964, 
Oaxtepec,30.162,72.689,22.512,86.026,79.821,34.555,25.177,152.112,10.108,160.112,5.714,74.417,69.095,44.646,157.024,81.51,48.789,172.152,91.871,76.625,99.15,69.436,71.043,82.55,145.751,41.727,44.652,26,56.738,63.606,57.118,42.227,83.275,31.237,39.793,35.299,37.247,93.984,26.685,78.809,25.932,58.317,35.992,31.962,6.916,30.812,57.409,115.938,74.27,82.168,70.934,71.745,81.7,67.277,25.672,55.14,65.988,55.503,88.143,34.146,55.995,80.644,90.102,104.065,37.627,192.586,92.629,43.706,174.618,32.163,125.858,93.023,33.053,9.217,119.346,53.396,53.637,79.53,37.953,15.096,133.008,155.26,95.247,43.746,21.475,171.324,0,88.371,39.841,68.747,120.776,86.845,25.184,11.001,6.839,25.841,37.58,73.267,43.181,82.793,5.267,39.501,96.48,39.233,69.442,52.713,20.726,81.873,48.993,18.527,15.983,23.597,23.901,28.297,47.046,22.597,153.039,64.398,58.461,47.495,50.877,63.961,78.794,87.16,49.311,12.615,76.248,35.518,132.632,59.124,148.932,13.748,33.752,42.703, 
Jolalpan,58.352,92.848,64.997,62.947,63.31,80.072,93.546,142.877,92.027,136.296,93.709,74.441,58.381,79.555,65.181,60.757,61.851,128.293,109.789,85.446,89.954,25.388,94.675,61.797,153.21,46.17,43.76,108.339,31.86,95.234,34.133,82.962,122.685,113.555,63.309,103.668,60.528,104.616,61.553,69.574,74.542,101.18,59.508,84.555,83.198,86.438,77.568,147.593,38.995,72.972,39.708,96.462,100.24,100.295,107.99,35.263,100.78,97.451,116.99,55.745,64.816,45.369,80.906,132.839,78.632,183.351,121.476,67.222,112.262,55.526,157.513,124.678,115.392,91.556,110.111,95.344,96.501,51.786,61.469,94.908,164.663,121.421,108.838,79.48,78.626,57.338,88.371,0,96.712,104.023,157.808,117.36,112.086,93.658,97.615,73.86,52.37,105.788,130.278,110.681,88.263,82.564,59.187,81.851,110.89,95.331,82.55,46.255,42.53,82.156,79.971,110.5,110.999,115.2,89.664,86.223,102.884,28.591,145.558,90.113,93.495,106.831,97.117,146.211,91.929,99.518,65.018,122.42,155.174,146.221,133.799,81.157,120.654,129.8, 
Ecatzingo de Hidalgo,48.879,47.515,41.229,91.81,85.605,17.424,16.434,157.896,52.223,202.626,45.439,80.201,74.879,22.209,199.538,87.294,67.506,214.666,134.385,52.203,62.965,75.22,113.557,88.334,188.265,47.538,50.463,67.768,62.549,41.169,62.902,83.995,125.789,73.75,29.619,14.62,36.277,136.498,45.402,84.593,53.9,100.085,34.162,10.64,43.327,72.58,29.313,158.452,80.054,87.952,76.718,114.259,124.214,109.791,68.185,60.924,108.502,97.271,130.657,39.154,61.779,86.428,73.503,146.579,17.705,198.37,135.143,26.881,180.402,37.699,168.372,135.537,74.821,50.985,125.13,95.164,95.405,85.314,31.461,34.669,175.522,197.774,137.761,21.309,49.443,213.838,39.841,96.712,0,119.146,171.175,137.244,75.349,37.084,44.723,60.907,44.639,123.666,93.58,133.192,51.565,15.566,103.539,89.398,119.841,102.878,55.792,88.932,56.052,53.593,50.209,73.763,74.301,78.463,97.211,22.222,203.438,71.457,108.86,97.66,101.042,114.36,129.193,137.559,99.476,62.781,83.306,85.683,183.031,109.523,199.331,47.974,83.917,93.102, 
Chiconcuac,59.692,137.605,87.428,150.942,144.737,99.472,90.094,217.028,62.844,102.697,74.085,139.333,134.011,109.563,99.609,146.426,42.083,114.737,27.545,141.541,164.066,84.279,8.131,147.466,88.336,67.457,109.568,31.379,72.366,128.523,122.034,20.75,24.607,32.501,104.709,100.216,102.163,36.57,91.601,143.725,42.463,31.011,100.908,96.879,55.007,31.914,122.325,58.523,89.489,147.084,90.201,5.515,24.286,4.375,36.823,72.076,3.973,26.311,23.816,99.062,120.911,95.862,155.018,46.651,102.543,257.502,28.302,108.622,239.534,97.079,68.443,35.608,10.45,48.24,184.262,24.204,23.66,144.446,102.869,82.216,75.593,97.845,37.833,108.663,47.333,113.909,68.747,104.023,119.146,0,57.789,24.013,18.769,76.629,72.468,48.395,98.859,10.436,24.349,19.962,40.877,101.367,109.661,22.291,11.287,20.787,46.449,143.152,61.763,52.856,77.262,19.462,49.569,15.817,12.125,84.463,90.052,78.031,12.98,20.409,21.301,5.526,15.963,24.173,17.399,30.008,137.527,10.91,69.645,12.56,85.945,75.027,15.766,19.973, 
