LOCALIDADES,Tepetzingo,Ignacio Allende,Temascaltepec de Gonzlez,San Diego la Huerta,Llano de la Y,San Jos Tejamanil,Unidad Habitacional Santa Teresa,Fraccionamiento Rinconada del Valle,Santa Mara Tlalmimilolpan,Paraje el Mirador,Santa Mara Aranzaz (Santa Mara),San Simn el Alto,Texcaltitln,San Pedro Huitzizilapan,Conjunto Habitacional Ecolgico SUTEYM,Tejalpa,San Martn Toltepec,San Antonio Bonixi,San Mateo Capulhuac,La Cinega,San Martn Coapaxtongo,Santa Mnica,San Diego Linares,Colonia Morelos (Ejido San Juan de las Huertas),San Mateo Coapexco,Fraccionamiento Real de San Pablo,Zacualpan,El Hielo,Ejido de Taborda,Villa de Almoloya de Jurez,Colonia los Cedros,Almoloya de Alquisiras,San Francisco,San Miguel Almoloyn,Barrio San Pedro (La Concepcin San Pedro),San Francisco Tepexoxuca,Tecaxic,San Miguel Tecomatln,Colonia Arroyo Vista Hermosa,Colonia Emiliano Zapata,San Lorenzo Cuauhtenco,San Diego los Padres Cuexcontitln Seccin 5 B,Santa Mara Mazatla,Zona Nmero Cuatro San Mateo Capulhuac,Temoaya,San Bartolo el Viejo,San Cristbal Texcalucan,Santa Ana Mayorazgo,San Francisco Putla,Santiago Analco,San Francisco Ayotuzco,Mina Mxico,Santa Mara Nativitas,San Juan Xochiaca,Tlachaloya Primera Seccin,Zacango,Sultepec de Pedro Ascencio de Alquisiras,San Francisco Xochicuautla,San Nicols Coatepec de las Bateas,San Luis Ayucan,San Lorenzo Coacalco (San Lorenzo),Jiquipilco el Viejo,Barrio Santa Cruz,San Diego Alcal,La Joya,La Trinidad,Colonia lvaro Obregn,Santiago Oxtotitln,Santiago Tepatlaxco,Santa Mara del Monte,San Agustn Mimbres,Mayorazgo de Len (Estacin Ro Mxico),Joquicingo de Len Guzmn,Zumpahuacn,Colonia Guadalupe Victoria,Santa Mara la Asuncin,Dos Ros,San Pedro Atlapulco,Jicaltepec Cuexcontitln,Molino Abajo,Ejido de San Francisco Chimalpa,Santa Mara Tetitla,San Juan Yautepec,San Mateo Mozoquilpan,San Lucas Tunco (San Lucas),San Cayetano Morelos,San Mateo Tlalchichilpan,El Pedregal de Guadalupe Hidalgo,El Salitre,Huitzilac,San Nicols Peralta,San Nicols Tlazala,San Mateo Texcalyacac,Techuchulco de Allende,Enthavi,San Jernimo Acazulco,San Jos el Cuartel,San Miguel Balderas,San Miguel Almaya,San Miguel Mimiapan,Santa Cruz Ayotuzco,San Bartolom Coatepec,San Pedro Abajo,Santa Cruz Otzacatipan,San Bartolo Oxtotitln,Jicaltepec Autopan,Pilcaya,San Mateo Atarasquillo,San Pedro Tlanixco,San Miguel Ameyalco,San Andrs Ocotln,Zaragoza de Guadalupe,San Miguel Totoltepec,San Pedro Zictepec,Santiaguito Cuaxustenco,Ejido de la Y Seccin Siete A Revolucin,San Lorenzo Oyamel,Tlachaloya Segunda Seccin,San Marcos Yachihuacaltepec,San Antonio Buenavista,Chapultepec,El Cporo,Tres Maras,Conjunto Urbano la Loma I,Santa Mara Nativitas,San Bartolom Atlatlahuca,La Constitucin Toltepec,Santa Mara Magdalena Ocotitln,La Cabecera,Santa Ana Jilotzingo,Fraccionamiento Colinas del Sol,Santa Ana Ixtlahuatzingo (Santa Ana),Santa Mara Jajalpa,San Nicols Tolentino,Coatepec Harinas,San Pedro Arriba,Zacamulpa,Barrio de Mxico,Santa Cruz Cuauhtenco,Tonatico,Guadalupe Yancuictlalpan (Gualupita),Ejido San Lorenzo Cuauhtenco,Malinalco,Santa Cruz Atizapn,San Miguel Totocuitlapilco,San Diego de los Padres Cuexcontitln,Ex-Rancho San Dimas,San Juan Tilapa,San Gaspar Tlahuelilpan,Santa Mara Rayn,El Cerrillo Vista Hermosa,Santiaguito Tlalcilalcalli,San Pedro Cholula,San Francisco Chimalpa,Calixtlahuaca,Almoloya del Ro,Villa Guerrero,San Felipe Tlalmimilolpan,Huixquilucan de Degollado,San Mateo Mexicaltzingo,Santiago Yancuitlalpan,Santiago Tilapa,Santa Mara Zolotepec,San Bartolom Tlaltelulco,Calimaya de Daz Gonzlez,Villa Cuauhtmoc,San Pedro Tlaltizapan,Cacalomacn,Magdalena Chichicaspa,San Juan de las Huertas,San Antonio la Isla,Santiago Tianguistenco de Galeana,San Pedro Tultepec,Santa Mara Atarasquillo,Tenancingo de Degollado,Xalatlaco,Santiago Tlacotepec,San Antonio Acahualco,San Francisco Tlalcilalcalpan,Ixtapan de la Sal,San Andrs Cuexcontitln,Xonacatln,Capulhuac de Mirafuentes,San Pedro Totoltepec,Tenango de Arista,San Mateo Otzacatipan,Lerma de Villada,San Lorenzo Acopilco,San Jorge Pueblo Nuevo,Jess del Monte,San Francisco Coaxusco,Ocoyoacac,San Jernimo Chicahualco,Metepec,San Jos Guadalupe Otzacatipan,San Pablo Autopan,San Miguel Zinacantepec,San Salvador Tizatlalli,San Mateo Atenco,Naucalpan de Jurez,Cuajimalpa de Morelos,Toluca de Lerdo, 
Santa Mara Aranzaz (Santa Mara),14.368,67.394,106.734,28.446,66.211,90.595,35.79,71.493,71.938,85.251,0,23.037,70.594,69.001,68.521,58.117,60.324,73.027,70.762,11.756,15.091,38.712,57.741,55.791,12.305,59.053,68.607,87.223,69.441,62.741,51.183,60.03,6.566,71.807,62.939,26.807,57.397,18.58,53.796,61.767,32.959,57.912,102.128,70.769,72.379,66.245,86.187,67.369,28.073,57.863,73.061,68.261,65.534,23.14,70.214,21.105,78.914,63.892,49.392,95.678,39.938,78.338,55.534,73.467,55.793,11.01,67.12,9.85,95.315,65.385,70.413,72.099,25.995,28.298,60.239,44.511,73.995,55.848,56.067,70.415,87.895,67.027,69.868,68.226,38.025,62.596,60.716,53.546,11.209,84.446,59.443,45.024,34.525,30.863,77.176,56.966,12.225,30.962,45.464,69.802,88.308,85.006,75.388,53.613,97.433,57.055,43.302,55.154,10.344,56.147,31.676,31.551,57.875,23.239,22.424,71.35,73.632,76.5,55.015,50.443,34.246,67.47,88.827,56.823,42.912,18.472,56.144,40.338,61.982,69.131,64.167,5.689,29.485,58.386,43.246,77.641,72.273,67.39,53.714,27.432,43.377,58.298,26.383,39.868,35.639,56.6,29.211,45.754,38.599,25.875,51.922,58.817,51.638,91.333,57.299,41.979,5.121,42.473,70.351,34.071,86.679,46.445,65.133,42.658,28.496,67.832,39.172,52,92.824,55.988,28.012,42.088,47.707,55.788,9.289,46.512,47.813,57.259,58.971,23.295,53.76,62.357,42.604,54.984,23.3,52.895,48.393,75.649,41.009,82.321,41.464,53.163,43.855,40.505,55.995,54.908,51.325,40.837,45.542,82.395,75.634,47.165, 
San Simn el Alto,17.216,56.34,114.67,36.381,74.146,98.53,37.626,79.428,79.873,74.479,23.037,0,93.419,76.004,75.524,65.12,67.327,80.03,77.765,13.074,17.272,18.614,64.744,62.794,33.416,66.056,91.432,94.226,76.444,69.744,58.186,82.855,26.151,78.81,69.942,11.899,64.4,4.77,60.799,68.77,45.953,64.915,109.131,77.772,79.382,73.248,93.19,74.372,34.107,64.866,62.173,75.264,72.537,9.426,77.217,42.216,101.739,70.895,33.581,102.681,46.941,85.341,62.537,80.47,62.796,13.157,74.123,30.961,102.318,72.388,77.416,79.102,9.483,31.247,67.242,51.514,63.107,42.234,63.07,77.418,94.898,74.03,58.98,75.229,45.028,69.599,67.719,39.58,14.159,54.4,66.446,35.957,22.455,18.793,84.179,46.218,12.911,36.996,36.104,76.805,95.311,92.009,82.391,60.616,104.436,64.058,66.127,62.157,33.4,63.15,38.679,37.585,64.878,16.03,29.427,78.353,80.635,83.503,62.018,57.446,41.249,74.473,58.781,63.826,49.915,22.362,63.147,47.341,68.985,76.134,71.17,17.44,18.714,65.389,66.071,84.644,61.385,74.393,60.717,50.257,31.501,65.301,10.084,28.844,42.642,63.603,36.214,52.757,45.602,32.879,58.925,65.82,41.251,98.336,64.302,26.792,24.706,49.476,59.463,41.074,93.682,32.831,72.136,49.661,34.53,74.835,33.231,59.003,99.827,62.991,35.015,29.251,54.71,62.791,14.097,33.137,54.816,64.262,65.974,46.12,60.763,69.36,32.684,61.987,26.783,59.898,55.396,82.652,48.012,89.324,48.467,42.415,50.858,47.508,62.998,61.911,58.328,47.84,52.545,89.398,82.637,54.168, 
Texcaltitln,84.658,100.832,30.812,79.972,97.389,114.099,80.237,102.754,95.442,118.689,70.594,93.419,0,93.664,73.15,50.849,69.598,96.905,95.425,80.604,83.939,107.56,79.852,53.78,71.403,81.164,45.208,111.886,93.319,69.751,81.755,10.564,68.366,76.436,69.949,103.002,64.407,87.428,82.565,86.43,72.502,80.023,135.69,95.432,89.627,64.899,119.749,92.032,89.59,91.425,106.623,76.694,70.162,91.988,94.093,57.41,11.489,97.454,97.28,129.24,74.599,95.586,77.645,90.716,54.763,79.858,91.783,68.948,128.877,64.039,95.076,95.977,104.929,97.146,82.894,76.834,107.557,104.098,78.178,87.664,121.457,91.69,103.43,92.889,80.863,86.475,67.726,87.108,80.057,132.334,93.005,90.798,98.585,94.923,94.424,90.528,81.073,92.479,95.283,94.465,112.971,118.568,92.636,75.724,121.311,79.166,51.625,88.716,79.654,89.709,76.469,80.382,77.475,98.436,87.8,82.035,95.316,102.251,68.161,57.69,79.367,66.124,165.132,63.833,69.202,93.031,83.41,67.634,68.992,93.794,71.177,74.537,93.545,79.336,37.866,94.889,105.835,66.044,54.806,53.05,91.265,60.633,95.231,87.756,72.319,78.711,82.338,66.105,78.738,82.838,80.704,65.827,85.2,115.996,67.759,89.867,67.957,65.291,103.913,74.84,120.241,94.333,89.796,67.494,76.653,87.31,87.06,57.874,126.386,52.129,81.255,89.976,80.144,89.35,78.137,94.4,65.404,54.451,58.155,48.929,75.871,87.02,92.726,80.327,87.359,75.006,79.801,109.211,66.185,115.883,68.173,86.725,71.563,71.449,78.106,77.019,58.844,73.671,78.572,115.957,109.196,69.276, 
San Pedro Huitzizilapan,77.394,44.752,93.849,56.275,24.251,20.098,38.758,12.389,3.031,35.197,69.001,76.004,93.664,0,46.489,45.435,34.76,41.937,14.424,82.592,73.885,72.081,25.144,60.212,81.345,26.004,137.646,18.488,38.351,37.552,20.274,129.069,77.522,42.892,37.75,60.163,40.188,89.416,17.813,6.406,40.753,17.985,40.177,14.431,19.344,52.215,26.053,9.886,53.949,14.727,26.384,37.171,49.988,81.398,39.124,90.145,105.901,7.143,50.799,43.517,38.022,25.303,30.292,20.432,56.452,75.789,5.481,78.89,43.154,53.535,14.076,41.009,69.287,99.134,15.805,31.472,24.606,40.561,20.757,17.38,35.695,10.69,29.91,11.888,34.336,31.506,50.455,24.077,82.045,85.853,7.961,27.767,47.208,50.769,24.141,27.497,83.061,56.838,32.252,10.461,19.574,29.829,22.353,19.029,47.503,22.529,112.341,13.944,61.66,14.882,43.314,57.426,19.114,62.794,52.159,19.026,14.315,23.464,41.23,37.568,39.734,53.834,101.595,42.247,38.605,57.39,16.403,36.032,38.987,10.822,35.574,76.525,57.903,16.405,112.285,19.066,30.606,55.54,41.032,96.471,44.784,52.779,89.472,41.275,37.148,17.59,48.675,36.915,33.643,47.197,19.224,38.557,22.169,22.598,38.896,43.386,76.317,34.015,20.37,42.992,31.425,47.852,4.759,38.351,54.371,11.494,40.579,39.318,31.375,60.935,47.476,43.495,29.331,12.612,80.125,47.919,37.309,57.918,55.403,92.334,19.454,6.141,29.695,22.319,51.718,20.863,22.824,47.969,32.511,40.7,29.858,23.694,34.433,37.743,17.149,24.145,56.085,34.708,31.942,40.774,45.336,25.949, 
Conjunto Habitacional Ecolgico SUTEYM,76.914,60.364,73.335,46.399,32.039,66.176,41.664,37.404,47.519,78.221,68.521,75.524,73.15,46.489,0,26.329,9.594,31.09,43.277,81.802,73.094,84.164,32.217,23.678,80.555,33.077,136.856,69.318,27.504,2.462,45.702,85.869,76.732,6.358,2.073,66.57,12.659,88.626,43.241,43.862,39.492,32.914,80.581,44.118,37.718,15.681,88.679,49.464,53.159,60.355,75.553,9.652,3.269,80.607,28.278,89.355,86.794,58.238,72.945,98.17,38.167,43.677,26.591,38.806,19.919,74.999,49.215,78.1,97.807,17.002,40.415,30.162,68.497,98.344,35.527,40.403,76.487,73.028,32.83,35.754,90.387,36.712,72.36,37.58,56.482,20.66,5.983,56.037,81.255,107.999,51.695,59.727,69.354,58.491,42.515,59.457,82.271,56.048,64.212,51.897,70.403,87.498,40.727,34.122,55.496,34.394,111.551,57.646,60.87,58.639,40.037,49.306,38.798,62.004,51.369,31.582,36.36,36.436,13.673,24.433,42.936,17.3,134.062,13.925,37.344,56.6,41.831,34.771,4.677,51.226,4.575,75.735,57.113,41.833,78.079,42.98,74.765,19.007,25.729,95.681,66.93,16.246,88.682,63.421,35.887,34.677,45.906,32.757,39.939,46.407,44.652,7.046,54.129,73.427,11.813,65.532,75.527,31.539,72.843,38.408,89.171,69.998,47.228,37.09,45.578,36.55,62.725,28.797,82.205,24.401,44.823,65.641,51.477,58.28,79.335,70.065,32.056,21.385,18.869,91.544,36.26,44.452,61.655,41.56,50.928,33.403,51.519,78.141,31.25,84.813,31.743,55.654,33.99,35.018,42.577,27.108,19.551,37.24,54.088,84.887,78.126,31.616, 
Tejalpa,66.51,51.855,51.035,30.995,48.413,65.122,31.26,53.778,46.465,69.712,58.117,65.12,50.849,45.435,26.329,0,20.638,45.16,46.466,69.274,60.567,71.637,30.893,4.82,68.027,32.205,96.074,62.927,41.574,20.791,32.796,61.43,64.204,24.69,20.989,54.043,15.447,76.098,33.606,37.471,23.543,31.064,86.731,46.473,40.668,14.58,70.79,43.073,40.631,42.466,57.664,27.734,18.416,68.08,42.348,76.827,62.355,48.495,48.321,80.281,25.64,46.627,28.686,41.757,3.901,62.471,42.824,65.572,79.918,13.72,46.117,44.232,55.97,85.816,33.935,27.875,58.598,55.139,29.219,38.705,72.498,42.731,54.471,43.93,31.904,34.73,17.719,38.149,68.727,83.375,44.046,41.839,49.626,45.964,45.465,41.569,69.743,43.52,46.324,45.506,64.012,69.609,43.677,26.765,69.566,30.207,99.023,39.757,48.342,40.75,27.51,31.423,28.516,49.477,38.841,33.076,46.357,50.506,19.201,8.731,30.408,15.805,116.173,14.873,20.243,44.072,34.451,18.675,20.032,44.835,22.217,63.207,44.586,30.377,53.64,45.93,56.876,15.725,5.846,83.153,42.306,7.156,76.155,38.797,23.36,29.752,33.379,17.146,29.779,33.879,31.745,16.867,36.241,67.037,18.799,40.908,62.999,16.332,54.954,25.881,71.282,45.374,40.837,18.535,27.694,38.351,38.101,8.915,77.427,3.17,32.296,41.017,31.185,40.391,66.807,45.441,16.445,4.132,7.115,79.016,26.912,38.061,43.767,31.368,38.4,26.047,30.842,60.252,17.226,66.924,19.214,37.766,22.604,22.49,29.147,28.06,9.884,24.712,29.613,66.998,60.237,20.317, 
San Martn Toltepec,68.717,57.352,69.783,38.202,20.31,54.447,33.466,25.675,35.79,75.209,60.324,67.327,69.598,34.76,9.594,20.638,0,22.392,36.108,71.016,62.308,73.378,23.773,15.512,69.769,24.633,126.07,52.568,18.806,7.531,29.116,77.703,65.946,23.701,7.729,55.784,5.471,77.84,25.503,27.113,28.706,24.47,82.899,35.674,29.274,21.65,66.958,32.714,42.372,38.633,53.832,9.655,9.511,69.821,19.579,78.569,78.628,41.489,51.029,76.449,26.396,35.233,8.877,30.362,13.904,64.213,32.466,67.314,76.086,20.79,31.971,21.464,57.711,87.558,27.083,27.049,54.766,51.307,18.144,27.31,68.666,28.268,50.639,29.136,31.811,11.961,8.073,34.316,70.469,86.083,34.946,38.006,47.438,47.705,34.071,37.736,71.485,45.261,42.491,35.147,53.654,65.777,32.283,16.407,46.798,18.14,100.765,35.924,50.084,36.917,29.251,38.52,21.083,51.218,40.583,23.138,27.916,27.738,5.188,16.095,32.149,22.875,112.341,8.103,26.558,45.814,24.093,23.985,6.478,34.476,5.553,64.949,46.327,20.018,100.709,34.536,53.044,22.795,17.563,84.895,45.014,13.702,77.896,41.505,25.101,19.57,35.12,19.767,28.15,35.621,28.065,6.048,32.408,56.678,3.328,43.616,64.741,21.968,51.122,27.622,67.45,48.082,30.478,26.304,34.792,28.106,40.809,17.708,65.455,16.235,34.037,43.725,29.756,36.558,68.549,48.149,19.066,15.37,14.376,80.758,16.73,27.703,39.934,27.536,40.142,15.688,27.009,56.42,20.464,63.092,17.811,33.933,19.965,20.74,18.788,9.393,10.004,23.083,29.417,63.166,56.405,13.901, 
San Antonio Bonixi,81.42,64.529,97.09,50.905,27.487,61.624,58.535,32.852,42.967,82.386,73.027,80.03,96.905,41.937,31.09,45.16,22.392,0,33.033,85.201,76.493,91.046,29.036,44.94,83.954,29.896,140.255,66.137,10.799,20.431,42.521,107.131,80.131,27.62,20.629,69.969,24.744,92.025,40.06,40.681,42.891,29.733,77.4,33.874,22.461,36.943,85.498,31.061,56.557,57.174,72.372,12.93,22.361,84.006,25.097,92.754,108.056,55.057,69.764,94.989,40.582,24.205,23.062,19.439,41.18,78.398,46.034,81.499,94.626,38.263,30.171,5.497,71.896,101.743,32.346,41.235,73.306,69.847,29.649,20.218,87.206,26.468,69.179,27.336,53.301,17.479,23.089,52.856,84.654,104.818,48.514,56.546,66.173,69.734,27.352,56.276,85.67,59.446,61.031,48.716,67.222,84.317,25.579,30.593,27,31.213,114.95,54.465,64.269,55.458,43.436,52.705,35.269,65.403,54.768,28.401,24.864,13.1,25.786,39.706,58.699,38.562,130.881,27.376,40.743,59.999,38.65,38.17,21.494,48.045,18.453,79.134,60.512,38.652,114.894,27.832,71.584,40.268,46.991,99.08,63.749,37.507,92.081,60.24,39.286,31.496,49.305,39.053,42.336,49.806,41.471,21.064,50.948,70.246,23.452,62.351,78.926,36.153,69.662,41.807,85.99,66.817,44.047,40.489,48.977,26.442,59.544,41.456,79.024,45.663,48.222,62.46,48.296,55.099,82.734,66.884,39.447,42.646,40.131,94.943,30.916,41.271,58.474,41.722,54.327,29.874,48.338,74.96,34.649,81.632,31.996,52.473,34.151,34.926,39.396,23.579,40.813,37.269,50.907,81.706,74.945,28.087, 
San Mateo Capulhuac,79.155,46.513,95.61,58.036,17.936,34.775,40.519,9.541,15.454,49.874,70.762,77.765,95.425,14.424,43.277,46.466,36.108,33.033,0,85.269,76.562,74.758,21.483,62.889,84.022,22.343,140.323,34.545,41.028,40.229,22.951,131.746,80.199,45.569,40.427,62.84,42.865,92.093,20.49,10.793,43.431,17.537,36.452,1.194,14.225,54.892,42.11,8.135,56.626,23.921,42.441,39.848,52.665,84.075,28.261,92.822,108.579,21.763,53.476,40.508,40.699,14.975,28.921,18.44,59.129,78.466,14.675,81.567,59.211,56.212,5.106,43.686,71.964,101.811,13.622,34.149,40.663,53.559,22.096,15.388,51.752,6.721,52.891,6.614,37.013,34.183,53.132,36.568,84.722,88.53,17.155,40.258,49.885,53.446,14.753,39.988,85.738,59.515,44.743,14.322,35.631,45.886,12.406,21.707,35.598,23.66,115.018,23.138,64.337,24.076,45.991,60.103,21.791,65.471,54.836,16.097,9.452,21.472,43.907,40.246,42.411,56.511,114.593,44.925,41.283,60.067,19.08,38.71,41.664,11.048,38.251,79.202,60.58,19.082,114.962,8.812,55.296,58.217,43.71,99.148,47.461,55.456,92.149,43.952,39.826,17.142,51.352,39.593,36.32,49.874,21.901,41.234,34.66,38.655,41.573,46.063,78.994,36.693,53.374,45.669,47.482,50.529,12.455,41.029,57.048,9.502,43.256,41.996,47.432,63.612,50.153,46.172,32.008,21.806,82.802,50.596,39.987,60.595,58.08,95.011,22.132,8.528,42.186,24.996,54.395,23.541,25.501,58.672,35.189,56.757,32.536,36.185,37.11,40.42,19.827,26.848,58.762,37.385,34.619,56.831,58.657,28.627, 
La Cinega,5.935,79.078,118.418,40.13,77.895,102.279,47.474,83.177,83.622,96.935,11.756,13.074,80.604,82.592,81.802,69.274,71.016,85.201,85.269,0,5.991,29.034,63.378,61.428,22.135,64.69,80.151,92.86,75.078,68.378,56.82,71.574,14.87,77.444,68.576,18.231,63.034,8.902,59.433,67.404,44.587,63.549,107.765,76.406,78.016,71.882,91.824,73.006,32.741,63.5,78.698,73.898,71.171,14.564,75.851,30.935,90.458,69.529,42.114,101.315,45.575,83.975,61.171,79.104,61.43,1.876,72.757,19.68,100.952,71.022,76.05,77.736,17.419,19.636,65.876,50.148,79.632,50.767,61.704,76.052,93.532,72.664,75.505,73.863,43.662,68.233,66.353,59.183,2.08,64.82,65.08,50.661,30.988,27.326,82.813,62.603,1.333,35.63,44.637,75.439,93.945,90.643,81.025,59.25,103.07,62.692,54.846,60.791,22.119,61.784,37.313,36.219,63.512,14.663,28.061,76.987,79.269,82.137,60.652,56.08,39.883,73.107,69.201,62.46,48.549,20.996,61.781,45.975,67.619,74.768,69.804,6.159,27.247,64.023,54.79,83.278,77.91,73.027,59.351,38.976,40.034,63.935,16.705,45.505,41.276,62.237,34.848,51.391,44.236,31.512,57.559,64.454,57.275,96.97,62.936,35.325,13.425,48.11,75.988,39.708,92.316,41.364,70.77,48.295,33.164,73.469,44.809,57.637,98.461,61.625,33.649,37.784,53.344,61.425,2.816,41.67,53.45,62.896,64.608,34.839,59.397,67.994,48.241,60.621,25.417,58.532,54.03,81.286,46.646,87.958,47.101,58.8,49.492,46.142,61.632,60.545,56.962,46.474,51.179,88.032,81.271,52.802, 
San Martn Coapaxtongo,9.27,70.371,109.711,31.422,69.188,93.572,38.767,74.47,74.915,88.228,15.091,17.272,83.939,73.885,73.094,60.567,62.308,76.493,76.562,5.991,0,26.423,56.715,54.765,25.11,58.027,83.126,86.197,68.415,61.715,50.157,74.549,17.845,70.781,61.913,11.568,56.371,12.815,52.77,60.741,37.924,56.886,101.102,69.743,71.353,65.219,85.161,66.343,26.078,56.837,72.035,67.235,64.508,7.901,69.188,33.91,93.433,62.866,35.451,94.652,38.912,77.312,54.508,72.441,54.767,4.772,66.094,22.655,94.289,64.359,69.387,71.073,10.756,22.941,59.213,43.485,72.969,44.104,55.041,69.389,86.869,66.001,68.842,67.2,36.999,61.57,59.69,52.52,5.853,62.209,58.417,43.998,24.325,20.663,76.15,55.94,6.461,28.967,37.974,68.776,87.282,83.98,74.362,52.587,96.407,56.029,57.821,54.128,25.094,55.121,30.65,29.556,56.849,8,21.398,70.324,72.606,75.474,53.989,49.417,33.22,66.444,66.59,55.797,41.886,14.333,55.118,39.312,60.956,68.105,63.141,9.134,20.584,57.36,57.765,76.615,71.247,66.364,52.688,41.951,33.371,57.272,20.618,38.842,34.613,55.574,28.185,44.728,37.573,24.849,50.896,57.791,50.612,90.307,56.273,28.662,16.4,41.447,69.325,33.045,85.653,34.701,64.107,41.632,26.501,66.806,38.146,50.974,91.798,54.962,26.986,31.121,46.681,54.762,5.371,35.007,46.787,56.233,57.945,37.814,52.734,61.331,41.578,53.958,18.754,51.869,47.367,74.623,39.983,81.295,40.438,52.137,42.829,39.479,54.969,53.882,50.299,39.811,44.516,81.369,74.608,46.139, 
Santa Mnica,32.891,56.482,120.781,42.492,67.384,91.768,40.273,72.666,73.111,74.621,38.712,18.614,107.56,72.081,84.164,71.637,73.378,91.046,74.758,29.034,26.423,0,71.224,69.275,49.091,72.536,107.107,87.219,82.924,76.225,51.18,98.53,41.826,85.291,76.423,18.009,70.881,22.573,53.793,61.763,52.433,71.395,90.868,70.765,72.375,79.729,74.927,67.365,40.587,57.859,61.637,81.744,79.018,27.23,83.697,57.891,117.414,63.888,21.704,84.418,53.422,78.334,69.017,73.463,69.277,28.832,67.116,46.636,84.055,78.869,70.409,85.582,15.593,46.922,60.236,57.995,62.571,41.698,69.55,70.411,76.635,67.023,58.444,68.222,51.508,76.079,74.2,38.36,29.834,35.09,59.439,34.737,28.565,24.903,77.172,44.999,28.586,43.476,35.568,69.798,88.304,73.746,75.384,67.096,110.916,70.538,81.802,55.15,37.782,56.143,45.159,44.065,57.872,22.51,35.907,71.346,73.628,76.496,68.498,63.927,47.729,80.954,39.471,70.307,56.395,28.843,56.141,53.821,75.466,69.127,77.651,33.115,24.824,58.383,81.746,77.637,60.849,80.874,67.198,65.932,30.965,71.782,20.301,30.76,49.123,70.083,42.695,59.237,52.082,39.359,51.919,72.301,40.031,91.329,70.782,32.902,40.381,55.956,58.927,47.554,75.419,32.295,65.129,56.141,41.01,67.828,33.651,65.484,81.564,69.472,41.495,29.26,47.703,55.784,29.772,27.537,61.296,70.743,72.455,61.795,67.243,62.353,31.177,54.981,33.263,66.378,48.39,64.389,54.493,71.061,54.948,41.196,57.339,53.989,69.478,68.391,64.809,54.321,59.026,71.135,64.374,60.648, 
San Diego Linares,66.134,47.736,80.037,35.619,4.302,44.831,41.742,10.838,26.174,65.593,57.741,64.744,79.852,25.144,32.217,30.893,23.773,29.036,21.483,63.378,56.715,71.224,0,32.92,79.936,2.061,136.237,45.762,17.903,19.246,22.146,92.366,76.113,31.73,19.444,58.754,30.21,88.007,19.685,20.306,28.142,4.881,57.025,22.065,11.802,41.053,65.124,19.253,52.54,36.8,51.998,15.624,38.826,79.989,10.819,88.736,93.291,34.682,49.39,74.615,25.833,17.761,7.288,12.89,31.312,74.38,25.659,77.481,74.252,42.373,18.362,20.561,67.878,97.725,7.718,30.063,52.932,49.473,3.009,9.838,66.832,14.66,48.805,15.528,32.927,8.968,39.293,32.482,80.636,84.444,28.139,36.172,45.799,49.36,16.599,35.902,81.652,55.429,40.657,28.341,46.847,63.943,14.811,9.245,39.961,2.143,110.932,34.091,60.251,35.084,28.687,37.956,20.986,61.385,50.75,4.102,13.055,15.923,13.649,24.958,38.325,42.672,110.507,29.636,25.994,55.981,18.275,23.421,20.309,27.67,17.268,75.116,56.494,18.277,110.876,17.064,51.21,44.378,28.422,95.062,43.375,31.111,88.063,39.866,24.537,4.934,47.266,24.304,32.234,45.788,21.096,19.879,30.574,49.871,15.933,41.977,74.908,21.404,49.288,27.058,65.616,46.443,23.672,25.74,34.228,12.076,39.17,26.708,58.649,30.696,46.067,42.086,27.922,34.725,78.716,46.51,24.698,32.778,31.784,90.925,7.483,20.896,38.1,24.191,50.309,12.232,27.964,54.586,19.9,61.258,17.248,32.099,19.402,20.177,8.65,5.215,25.84,22.52,30.533,61.332,54.571,13.338, 
