LOCALIDADES,El Salvador,San Lucas Evangelista,Santa Cruz del Astillero,La Manzanilla de la Paz,La Cofrada de la Luz,Santiago Totolimixpan (Colonia la Guadalupana),Estipac,Paseo Puente Viejo,El Plan (El Cerrito),El Cabezn (El Limn),El Salitre,Buenavista,Santa Fe,Lomas de Tejeda,Villa Emiliano Zapata (Ejido Modelo),Amacueca,Juanacatln,La Laja,Chantepec (El Chante),El Crucero de Santa Mara,Zapotln del Rey,San Marcos,Zapotitn de Hidalgo,La Capilla del Refugio,San Luis Soyatln,Jardines de San Sebastin,San Isidro Mazatepec,Cuisillos,San Francisco de la Soledad (San Francisco),San Esteban (San Miguel Tateposco),Hostotipaquillo,Teuchitln,La Unin del Cuatro (San Jos del Valle),Teocuitatln de Corona,Chiquilistln,Nextipac,Fraccionamiento Campestre las Palomas,Hacienda los Fresnos,Fraccionamiento la Alameda,Cuquo,Paseo del Prado,Tenamaxtln,Concepcin de Buenos Aires,Palomar,La Punta,San Antonio Tlayacapan,Mezcala,Atoyac,San Pedro Itzicn,Cajititln,San Juanito de Escobedo,Atemajac de Brizuela,La Venta del Astillero,Puente Grande,Galaxia la Noria,Colinas del Roble,Ixtlahuacn de los Membrillos,Ixtlahuacn del Ro,El Refugio,Zapote del Valle (Zapote de Santa Cruz),Atequiza,San Juan Cosal,Bellavista,Atotonilquillo,Los Ruiseores,San Miguel Cuyutln,Villa Corona,Los Olivos,San Martn Hidalgo,Fraccionamiento Rancho Alegre,El Capuln,La Alameda,Galaxia Bonito Jalisco,Juanacatln,Tecolotln,Valle Dorado Inn,Acatln de Jurez,Ajijic,Amatitn,Fraccionamiento Villas de la Hacienda,Santa Cruz de las Flores,El Arenal,Lomas de San Agustn,Acatic,La Tijera,Centro de Readaptacin Social,Etzatln,Poncitln,Fraccionamiento Real del Valle (El Paraso),Cocula,Tizapn el Alto,Ahualulco de Mercado,San Jos del Castillo,Magdalena,San Jos el Verde (El Verde),El Quince (San Jos el Quince),Zacoalco de Torres,Jocotepec,Lomas del Sur,Santa Anita,Chapala,El Salto,Las Pintas,Las Pintitas,Santa Cruz del Valle,San Sebastin el Grande,Tequila,Coyula,Tlajomulco de Ziga,San Agustn,Zapotlanejo,Tala,Ameca,Tesistn (San Francisco Tesistn),Hacienda Santa Fe,Tepatitln de Morelos,Tonal,Tlaquepaque,Zapopan,Guadalajara, 
Valle Dorado Inn,101.134,20.013,47.638,114.193,58.394,59.107,60.19,31.875,39.346,91.564,77.524,29.705,49.043,12.558,108.553,90.378,98.789,43.483,58.404,69.82,70.321,126.646,47.953,26.403,72.445,9.705,35.369,56.895,36.349,44.085,132.643,74.427,2.372,82.63,122.965,40.538,47.109,6.077,16.079,105.088,9.81,120.775,114.516,22.044,31.875,43.606,53.394,82.848,60.371,14.628,98.752,84.979,36.793,39.143,15.183,7.471,33.565,77.444,62.44,7.795,33.928,54.875,44.394,36.191,65.455,18.568,46.571,21.56,79.958,18.36,12.463,14.614,19.977,23.738,106.645,0,38.533,44.116,66.426,5.263,22.089,58.826,17.384,72.242,16.818,26.864,103.829,53.408,6.396,66.084,102.03,88.899,16.668,90.754,20.44,22.228,60.844,54.833,11.133,12.184,37.426,21.777,11.343,18.762,8.691,11.504,79.017,33.279,16.094,15.417,46.354,63.343,100.768,47.248,2.573,85.991,28.84,13.406,31.193,25.837, 
Acatln de Jurez,117.925,34.285,64.429,89.187,21.512,86.245,23.308,68.551,1.089,51.157,40.642,13.267,85.719,29.809,83.547,52.579,60.99,80.371,33.398,32.938,99.853,95.785,22.947,58.309,47.439,31.054,19.629,41.155,73.025,60.876,149.434,58.437,36.643,55.399,86.083,57.329,63.9,34.439,63.257,119.779,36.33,83.893,89.51,32.883,68.551,50.694,75.318,50.849,82.296,41.593,79.575,47.18,53.584,75.819,27.874,32.913,62.497,92.135,46.45,55.049,61.066,38.351,7.512,63.329,50.808,30.852,9.689,53.466,43.076,62.87,51.614,61.792,67.155,70.916,69.763,38.533,0,46.862,80.975,34.079,17.367,73.375,25.347,101.518,30.524,72.624,79.903,79.171,44.964,29.773,76.17,64.385,58.714,105.303,51.966,53.754,25.039,28.973,26.566,27.404,55.87,67.826,49.987,50.288,46.386,29.439,93.566,62.556,22.211,24.117,75.63,42.155,63.751,61.797,38.236,115.267,58.117,44.932,43.713,45.333, 
Ajijic,140.49,38.149,86.994,81.311,66.921,61.271,68.717,56.256,47.873,96.566,86.051,47.456,73.424,48.742,75.671,98.905,107.316,67.864,13.361,78.347,69.62,166.003,28.783,32.564,39.563,52.441,61.884,83.411,50.176,75.366,172,113.783,45.108,59.167,131.492,79.894,83.026,48.813,37.632,132.982,55.471,129.302,81.634,63.436,56.256,5.086,29.71,91.374,36.688,35.271,138.108,93.506,76.149,50.038,48.438,50.207,16.889,105.338,101.796,36.71,36.092,8.008,52.921,38.355,104.811,41.61,55.098,33.336,88.485,38.421,31.484,36.167,41.53,45.291,115.172,44.116,46.862,0,103.71,51.285,50.614,96.111,58.594,103.231,63.771,56.771,141.114,56.052,49.046,74.127,69.537,126.184,38.023,128.038,46.893,48.681,68.887,18.44,59.813,60.651,9.554,43.132,50.69,41.971,50.581,62.686,116.302,64.819,55.458,57.364,68.523,87.787,108.105,81.05,49.144,116.98,59.829,49.011,62.181,56.826, 
Amatitn,38.354,81.328,16.276,156.833,69.467,115.435,82.377,69.836,81.986,62.771,59.123,72.345,86.571,75.19,151.193,133.018,141.429,86.614,101.044,80.892,106.096,69.64,90.593,82.7,115.085,62.907,53.497,40.523,74.31,55.78,67.242,45.634,63.954,125.27,134.036,32.263,45.465,63.677,75.043,116.783,58.167,131.847,157.156,54.246,69.836,99.903,109.69,125.488,116.667,83.839,56.985,127.619,28.153,77.104,73.255,66.14,89.862,89.139,33.647,75.011,90.225,105.997,65.539,92.488,36.662,77.895,80.899,77.857,69.096,74.657,76.044,73.578,78.941,80.526,117.717,66.426,80.975,103.71,0,61.075,63.685,10.282,59.665,107.344,53.133,74.372,55.982,111.839,59.382,77.076,143.479,56.849,71.096,30.944,64.348,66.136,102.293,96.282,63.887,56.847,95.857,78.284,62.37,62.67,60.804,60.154,13.284,68.382,71.474,57.005,81.456,31.292,68.717,38.75,65.514,121.093,63.943,55.981,45.738,52.684, 
Fraccionamiento Villas de la Hacienda,99.018,19.821,45.522,109.937,54.138,62.979,55.934,37.351,35.09,89.448,73.268,25.449,54.519,9.658,104.297,86.122,94.533,48.959,54.148,65.564,71.449,124.53,43.697,30.275,68.189,6.081,31.113,52.639,41.825,41.969,130.527,72.311,3.373,78.374,118.709,38.422,44.993,3.177,19.951,102.972,6.118,116.519,110.26,19.928,37.351,47.478,57.266,78.592,64.243,18.675,96.636,80.723,34.677,44.619,12.283,4.571,37.437,75.328,60.324,11.667,37.8,59.101,40.138,40.063,63.339,16.389,42.315,25.432,75.702,22.232,16.335,18.486,23.849,27.61,102.389,5.263,34.079,51.285,61.075,0,18.537,55.371,13.081,72.819,12.515,41.675,100.374,57.449,6.973,62.532,98.478,85.444,20.709,87.299,21.017,22.805,57.292,51.281,7.581,7.881,41.467,25.818,11.948,19.339,9.296,5.972,75.562,33.856,13.352,11.114,46.931,53.218,97.313,43.793,5.322,86.568,29.417,13.983,23.033,19.865, 
Santa Cruz de las Flores,101.628,19.503,48.132,93.225,37.426,71.463,39.222,52.255,18.378,67.071,56.556,4.799,69.423,13.365,87.585,69.41,77.821,64.074,37.436,48.852,83.556,93.514,26.985,43.527,51.477,14.61,14.171,35.697,56.729,44.579,133.137,52.979,20.199,61.662,101.997,41.032,47.603,17.995,46.961,103.483,19.886,99.807,93.548,16.587,52.255,54.732,65.75,61.88,72.727,26.811,77.304,64.011,37.287,59.523,11.43,16.469,45.921,75.839,40.992,28.493,46.284,42.389,23.426,48.547,45.35,16.07,25.603,38.684,58.99,46.574,36.832,45.496,50.859,54.62,85.677,22.089,17.367,50.614,63.685,18.537,0,58.045,10.016,86.187,15.193,57.294,79.197,66.19,29.634,45.475,81.421,64.267,43.384,89.973,36.636,38.424,40.235,34.224,10.528,12.073,50.208,52.496,34.657,34.958,31.056,14.108,78.236,47.225,9.231,8.786,60.299,35.876,79.453,46.467,22.198,99.936,42.786,29.602,28.382,30.003, 
El Arenal,48.225,73.728,8.676,149.233,58.633,107.836,71.543,62.237,74.386,51.937,48.289,64.745,78.972,67.59,143.593,125.418,133.829,79.015,93.444,70.058,98.497,79.425,82.993,75.101,107.485,55.307,42.663,29.689,66.711,48.18,77.027,34.8,56.354,117.67,123.202,24.663,37.865,56.077,67.444,109.183,50.567,121.013,149.556,46.646,62.237,92.304,102.091,117.888,109.068,76.24,66.77,120.019,20.553,69.505,65.655,58.54,82.263,81.539,22.813,67.412,82.626,98.397,54.705,84.889,25.828,70.295,70.065,70.258,58.262,67.058,68.445,65.979,71.342,72.927,106.883,58.826,73.375,96.111,10.282,55.371,58.045,0,52.32,99.998,45.788,67.026,65.856,104.493,52.037,69.731,136.134,49.504,63.75,40.818,57.002,58.79,94.948,88.937,56.542,49.502,88.511,70.938,55.024,55.324,53.459,52.809,23.158,61.036,64.129,49.66,74.11,23.947,61.372,31.405,58.169,113.747,56.597,48.635,38.393,45.338, 
Lomas de San Agustn,97.608,25.699,44.112,101.205,45.406,77.659,47.202,39.983,26.358,75.051,64.536,16.717,56.718,19.561,95.565,77.39,85.801,56.761,45.416,56.832,76.243,102.432,34.965,47.896,59.457,9.928,23.089,44.615,44.457,40.559,129.117,61.897,15.494,69.642,109.977,37.012,43.583,13.787,40.24,99.463,12.628,107.787,101.528,12.567,39.983,62.712,71.946,69.86,78.923,33.007,86.222,71.991,33.267,47.251,17.626,13.764,52.117,71.819,49.91,25.992,52.48,50.369,31.406,54.743,54.268,22.266,33.583,43.053,66.97,39.853,43.028,38.775,44.138,47.899,93.657,17.384,25.347,58.594,59.665,13.081,10.016,52.32,0,80.744,9.749,51.85,97.604,78.683,24.19,54.961,90.907,82.674,37.94,84.529,31.192,32.98,49.721,43.71,13.243,5.975,62.701,47.052,29.213,29.514,25.612,8.01,72.792,41.782,18.902,2.728,54.856,46.384,88.939,41.023,16.851,94.493,37.343,24.158,22.939,24.559, 
Acatic,145.286,95.117,91.79,177.376,121.577,73.778,123.373,48.454,102.529,135.716,132.067,92.888,47.423,79.956,176.268,153.561,161.972,37.389,116.046,133.003,64.439,170.799,111.136,68.338,135.628,75.21,99.26,113.468,46.796,79.971,176.796,118.579,69.77,145.813,186.148,84.69,87.822,73.475,59.696,74.522,69.074,183.958,177.699,74.789,48.454,99.424,92.876,146.031,85.732,83.36,142.904,148.162,80.945,42.203,82.581,74.869,89.382,109.943,106.592,74.532,89.745,110.693,107.577,92.008,109.607,93.672,109.754,77.377,142.041,74.177,75.565,59.561,55.191,48.624,169.828,72.242,101.518,103.231,107.344,72.819,86.187,99.998,80.744,0,71.6,47.226,144.879,76.134,67.891,128.783,182.965,129.949,60.11,131.803,59.733,58.345,123.543,117.532,77.294,74.825,93.793,51.138,62.572,62.872,62.686,75.685,120.067,50.746,82.415,78.255,33.225,104.393,141.818,80.788,74.023,23.449,47.646,59.367,65.946,58.397, 
La Tijera,91.076,30.876,37.58,106.382,50.583,76.768,52.379,33.961,31.535,80.228,69.713,21.894,50.696,24.738,100.742,82.567,90.978,50.739,50.593,62.009,70.221,116.588,40.142,44.064,64.634,10.666,28.266,49.792,38.435,34.027,122.585,64.369,14.928,74.819,115.154,30.48,37.051,12.689,36.408,92.93,8.994,112.964,106.705,6.034,33.961,61.267,71.055,75.037,78.032,38.184,88.694,77.168,26.735,41.229,22.803,14.502,51.226,65.286,52.382,28.2,51.589,55.546,36.583,53.852,55.397,27.443,38.76,39.221,72.147,36.021,37.408,34.943,40.306,44.067,98.834,16.818,30.524,63.771,53.133,12.515,15.193,45.788,9.749,71.6,0,44.845,90.598,71.678,17.185,57.904,93.85,75.668,30.935,77.523,24.187,25.975,52.664,46.653,13.937,5.848,55.696,40.047,22.208,22.509,18.607,8.704,65.786,34.776,21.846,6.678,47.85,50.112,87.537,34.017,16.826,87.487,30.337,17.153,15.933,17.554, 
Centro de Readaptacin Social,112.314,48.658,58.818,137.536,92.683,61.892,94.479,6.476,73.635,102.744,99.095,63.994,17.715,50.372,131.896,124.667,133.078,12.155,69.586,104.109,52.553,137.827,82.242,20.049,95.788,44.066,70.367,80.496,2.947,48.216,143.824,85.607,38.626,116.919,157.254,51.718,55.55,42.331,13.543,105.833,37.93,155.064,137.859,45.895,6.476,52.964,62.752,117.137,69.729,36.901,109.932,119.268,47.973,4.804,50.068,43.725,42.923,78.188,73.62,19.458,43.286,64.233,78.683,45.549,76.635,47.213,80.86,30.918,114.247,27.718,29.106,13.535,8.86,6.681,140.934,26.864,72.624,56.771,74.372,41.675,57.294,67.026,51.85,47.226,44.845,0,112.469,46.7,37.643,101.331,117.018,97.539,12.884,99.393,20.736,19.348,96.091,65.921,47.046,44.176,41.759,5.133,32.547,23.828,32.438,45.437,87.657,20.545,45.393,50.804,17.326,71.983,109.408,50.587,28.627,61.3,15.237,30.868,33.536,24.926, 
Etzatln,93.643,97.505,61.391,173.719,59.511,152.839,72.421,107.24,78.806,58.249,48.256,80.216,123.975,91.367,168.079,135.584,143.995,124.018,117.93,72.98,143.5,14.591,107.479,120.104,131.971,92.612,66.559,50.661,111.714,93.184,57.471,28.564,101.357,142.156,125.233,69.666,82.868,101.08,112.447,154.187,95.57,102.599,174.042,91.649,107.24,137.307,147.094,142.374,154.071,121.243,12.329,130.185,65.557,114.508,89.432,94.471,127.266,126.543,40.937,112.415,127.629,122.883,78.601,129.892,50.676,94.072,70.943,115.261,60.815,112.061,113.448,110.982,116.345,117.93,108.914,103.829,79.903,141.114,55.982,100.374,79.197,65.856,97.604,144.879,90.598,112.469,0,150.058,97.602,70.083,156.985,15.55,109.315,28.354,102.567,104.355,106.66,109.788,89.392,95.067,134.076,116.503,100.589,100.889,99.024,98.374,43.832,106.601,88.095,87.651,119.675,46.011,45.088,76.97,103.734,159.312,102.162,94.2,83.958,90.903, 
Poncitln,149.781,47.441,96.285,138.47,99.23,2.831,101.026,65.548,80.182,140.211,118.36,70.541,34.327,58.034,107.411,131.214,139.625,55.273,68.867,110.656,11.18,175.294,84.289,41.856,95.069,61.733,79.262,117.963,48.427,84.658,181.291,123.074,54.4,123.466,163.801,89.185,92.317,58.105,46.924,141.544,64.763,161.611,154.071,72.728,65.548,52.245,18.142,123.684,10.998,44.563,147.399,125.815,85.44,60.087,57.73,59.499,42.204,114.63,111.087,46.002,22.905,63.514,85.23,20.48,114.102,50.902,87.407,42.628,120.794,47.713,40.776,45.459,50.822,40.347,147.481,53.408,79.171,56.052,111.839,57.449,66.19,104.493,78.683,76.134,71.678,46.7,150.058,0,57.797,110.853,113.791,134.935,46.773,136.789,55.644,57.432,105.613,75.8,64.969,71.07,51.638,51.882,59.441,50.722,59.332,72.331,125.053,60.319,60.116,77.698,49.504,109.379,146.804,89.801,57.895,89.14,57.219,57.762,70.932,65.576, 
Fraccionamiento Real del Valle (El Paraso),97.325,21.821,43.829,120.822,65.023,60.74,66.819,32.414,45.975,87.755,84.106,36.334,49.582,14.11,115.182,97.007,105.418,44.022,65.033,76.449,66.512,122.837,54.582,28.036,79.074,11.257,42.707,65.507,36.888,40.276,128.834,70.618,3.924,89.259,129.594,36.729,43.3,7.629,17.712,101.279,6.001,127.404,121.145,18.235,32.414,45.239,55.027,89.477,62.004,16.436,94.943,91.608,32.984,39.682,16.735,9.023,35.198,73.635,58.631,9.428,35.561,56.508,51.023,37.824,61.646,20.376,53.2,23.193,86.587,19.993,14.096,16.247,21.61,25.371,113.274,6.396,44.964,49.046,59.382,6.973,29.634,52.037,24.19,67.891,17.185,37.643,97.602,57.797,0,66.83,102.776,84.945,18.396,86.8,16.486,18.274,61.59,55.579,11.879,12.93,39.154,23.505,7.417,14.808,4.765,12.25,75.063,29.325,16.84,16.163,42.4,59.389,96.814,43.294,7.204,82.037,24.886,9.452,27.239,21.883, 
Cocula,115.019,61.836,66.688,116.738,9.381,113.796,15.336,96.102,28.676,24.24,21.852,40.818,113.27,57.36,111.098,85.455,65.943,107.922,60.949,6.021,127.404,83.634,50.498,85.86,74.99,58.605,39.982,42.797,100.576,88.427,157.59,60.388,64.194,84.187,59.166,74.964,91.451,61.99,90.808,147.33,63.881,56.976,117.061,60.434,96.102,78.245,102.869,84.405,109.847,69.144,67.424,52.133,70.855,103.37,55.425,60.464,90.048,119.686,48.401,82.6,88.617,65.902,27.865,90.88,55.973,58.403,20.814,81.017,16.159,90.421,79.165,89.343,94.706,98.467,42.846,66.084,29.773,74.127,77.076,62.532,45.475,69.731,54.961,128.783,57.904,101.331,70.083,110.853,66.83,0,104.119,51.882,86.663,105.593,79.915,81.703,53.828,56.922,54.515,55.353,83.819,95.775,77.936,78.237,74.335,57.388,89.947,90.505,50.16,52.066,103.579,50.748,36.523,81.707,66.185,143.216,86.066,72.881,71.662,73.282, 
Tizapn el Alto,181.422,97.782,127.926,40.24,96.229,116.027,98.025,132.048,77.181,125.874,115.359,76.764,149.216,93.306,6.96,80.318,136.624,162.104,56.36,107.655,122.612,170.536,58.091,101.133,29.527,94.551,91.192,112.719,136.522,124.373,212.931,130.001,100.14,45.78,160.8,120.826,127.397,97.936,106.201,183.276,99.827,158.61,40.564,96.38,132.048,73.655,98.279,73.814,123.906,105.09,154.326,122.814,117.081,139.316,91.371,96.41,85.458,155.632,118.014,105.279,104.661,61.313,82.229,106.924,122.372,94.349,84.406,101.905,117.793,106.99,100.053,104.736,110.099,113.86,144.48,102.03,76.17,69.537,143.479,98.478,81.421,136.134,90.907,182.965,93.85,117.018,156.985,113.791,102.776,104.119,0,138.749,106.188,168.561,115.224,117.012,98.898,50.822,89.824,90.662,77.719,111.297,113.245,113.546,109.644,92.697,156.824,125.814,85.469,87.375,138.888,117.798,138.116,125.055,101.494,178.525,121.375,108.19,106.971,108.591, 
Ahualulco de Mercado,94.792,82.575,46.461,151.349,43.993,137.909,56.903,92.31,63.288,36.386,32.738,65.286,109.045,76.437,145.709,120.066,128.477,109.088,95.56,60.828,128.57,29.101,85.109,105.174,109.601,77.682,51.629,35.731,96.784,78.254,70.369,13.634,86.427,118.798,113.081,54.736,67.938,86.15,97.517,139.257,80.64,90.447,151.672,76.719,92.31,122.377,132.164,119.016,139.141,106.313,12.891,114.667,50.627,99.578,74.502,79.541,112.336,111.613,26.008,97.485,112.699,100.513,63.671,114.962,35.746,79.142,55.425,100.331,48.663,97.131,98.518,96.052,101.415,103,96.762,88.899,64.385,126.184,56.849,85.444,64.267,49.504,82.674,129.949,75.668,97.539,15.55,134.935,84.945,51.882,138.749,0,94.365,41.26,87.617,89.405,91.71,94.838,74.442,80.117,119.126,101.553,85.639,85.939,84.074,83.424,56.738,91.651,73.145,72.701,104.725,31.061,32.944,62.02,88.784,144.362,87.212,79.25,69.008,75.953, 
San Jos del Castillo,109.038,29.909,55.542,118.788,78.773,49.716,80.569,15.884,59.725,99.468,95.819,50.084,33.052,31.623,113.148,110.757,119.168,27.492,50.838,90.199,58.731,134.551,68.332,10.281,77.04,30.156,56.457,77.22,14.611,52.628,140.548,82.331,17.66,103.009,143.344,48.442,59.962,21.365,2.368,110.245,24.02,141.154,119.111,31.985,15.884,34.216,44.003,103.227,50.98,18.152,106.656,105.358,44.697,14.473,31.319,22.759,24.174,82.6,70.344,9.262,24.537,45.485,64.773,26.8,73.359,28.464,66.95,12.169,100.337,8.969,10.357,2.233,5.966,9.726,127.024,16.668,58.714,38.023,71.096,20.709,43.384,63.75,37.94,60.11,30.935,12.884,109.315,46.773,18.396,86.663,106.188,94.365,0,95.925,7.404,6.016,82.121,55.687,26.404,30.206,31.525,7.927,13.292,13.888,15.832,31.467,84.189,23.536,35.159,36.834,27.24,68.515,105.94,53.579,18.393,71.214,22.458,16.898,30.068,24.712, 
Magdalena,68.604,105.656,44.512,181.161,97.704,139.763,110.614,94.164,106.314,91.008,87.36,96.673,110.899,99.518,175.521,157.346,165.757,110.942,125.372,109.129,130.424,41.864,114.921,107.028,139.413,87.235,81.734,68.76,98.638,80.108,39.466,54.266,88.282,149.598,162.273,56.591,69.793,88.005,99.371,141.111,82.495,160.084,181.484,78.574,94.164,124.231,134.018,149.816,140.995,108.167,29.209,151.947,52.481,101.432,97.583,90.468,114.19,113.467,61.884,99.339,114.553,130.325,111.362,116.816,64.899,102.223,113.539,102.185,97.333,98.985,100.372,97.906,103.269,104.854,145.954,90.754,105.303,128.038,30.944,87.299,89.973,40.818,84.529,131.803,77.523,99.393,28.354,136.789,86.8,105.593,168.561,41.26,95.925,0,89.83,91.618,127.775,121.764,89.369,82.329,121.339,103.766,87.852,88.152,86.286,85.636,19.37,93.864,96.956,82.487,106.938,67.836,105.261,64.232,90.996,146.575,89.425,81.463,71.22,78.166, 
San Jos el Verde (El Verde),102.29,38.78,48.794,127.824,72.025,58.587,73.821,15.507,52.977,92.72,89.071,43.336,32.675,28.154,122.184,104.009,112.42,27.115,59.708,83.451,58.354,127.803,61.584,18.277,86.076,23.408,49.709,70.472,19.981,52.251,133.8,75.583,17.968,96.261,136.596,41.694,44.826,21.673,9.635,109.868,17.272,134.406,128.147,25.237,15.507,43.086,52.874,96.479,59.851,27.023,99.908,98.61,37.949,22.775,30.779,23.067,33.045,82.223,63.596,18.195,33.408,54.355,58.025,35.671,66.611,37.335,60.202,21.04,93.589,17.84,19.228,9.5,12.694,16.454,120.276,20.44,51.966,46.893,64.348,21.017,36.636,57.002,31.192,59.733,24.187,20.736,102.567,55.644,16.486,79.915,115.224,87.617,7.404,89.83,0,3.096,74.965,68.954,25.92,23.05,41.215,15.396,6.136,3.252,8.676,24.311,77.033,17.788,31.041,29.678,38.073,61.359,98.784,41.781,18.998,77.71,13.349,9.742,22.912,17.556, 
El Quince (San Jos el Quince),104.078,40.568,50.582,129.612,73.813,60.375,75.609,14.119,54.765,94.508,90.859,45.124,31.287,29.942,123.972,105.797,114.208,25.727,61.496,85.239,56.966,129.591,63.372,16.889,87.864,25.196,51.497,72.26,18.593,38.954,135.588,77.371,19.756,98.049,138.384,43.482,46.614,23.461,8.247,96.57,19.06,136.194,129.935,27.025,14.119,44.874,54.662,98.267,61.639,28.811,101.696,100.398,39.737,21.387,32.567,24.855,34.833,68.926,65.384,19.983,35.196,56.143,59.813,37.459,68.399,39.123,61.99,22.828,95.377,19.628,21.016,8.112,11.306,15.066,122.064,22.228,53.754,48.681,66.136,22.805,38.424,58.79,32.98,58.345,25.975,19.348,104.355,57.432,18.274,81.703,117.012,89.405,6.016,91.618,3.096,0,77.875,66.792,28.83,25.96,42.63,12.976,9.046,6.162,11.586,27.221,79.943,27.01,46.265,32.588,30.714,64.269,101.694,44.691,26.67,74.688,25.932,12.652,25.822,20.466, 
Zacoalco de Torres,140.236,56.596,86.74,71.649,45.938,108.556,27.938,90.862,25.514,75.583,65.068,35.578,108.03,52.12,105.858,29.194,55.915,102.682,55.709,57.364,122.164,120.211,45.258,80.62,69.75,53.365,44.055,65.581,95.336,83.187,171.745,82.863,58.954,32.014,82.408,79.64,86.211,56.75,85.568,142.09,58.641,108.319,57.493,55.194,90.862,73.005,97.629,27.464,104.607,63.904,104.001,42.105,75.895,98.13,50.185,55.224,84.808,114.446,70.876,77.36,83.377,60.662,31.938,85.64,75.234,53.163,34.115,75.777,67.502,85.181,73.925,84.103,89.466,93.227,94.189,60.844,25.039,68.887,102.293,57.292,40.235,94.948,49.721,123.543,52.664,96.091,106.66,105.613,61.59,53.828,98.898,91.71,82.121,127.775,74.965,77.875,0,54.013,51.606,52.444,80.91,92.866,75.027,75.328,71.426,54.479,118.606,87.596,47.251,49.157,100.67,70.833,92.43,86.837,63.276,140.307,83.157,69.972,68.753,70.373, 
Jocotepec,134.225,50.585,80.729,63.422,49.032,78.743,50.828,73.728,29.984,78.677,68.162,29.567,90.896,46.109,57.782,81.016,89.427,85.336,5.263,60.458,87.092,123.339,10.894,50.036,21.674,47.354,43.995,65.522,67.648,77.176,165.734,82.804,52.943,41.278,113.603,73.629,80.2,50.739,55.104,136.079,52.63,111.413,63.745,49.183,73.728,22.558,47.182,73.485,54.16,52.743,107.129,75.617,69.884,67.51,44.174,49.213,34.361,108.435,70.817,54.182,53.564,10.216,35.032,55.827,75.175,47.152,37.209,50.808,70.596,55.893,48.956,53.639,59.002,62.763,97.283,54.833,28.973,18.44,96.282,51.281,34.224,88.937,43.71,117.532,46.653,65.921,109.788,75.8,55.579,56.922,50.822,94.838,55.687,121.764,68.954,66.792,54.013,0,43.324,44.162,27.38,60.958,66.745,59.797,63.144,46.197,110.324,79.314,38.969,40.875,92.388,71.298,91.616,78.555,54.994,132.025,74.875,61.69,60.471,62.091, 
Lomas del Sur,101.83,15.952,48.334,102.424,46.625,67.912,48.421,41.817,27.577,76.27,65.755,17.936,58.985,5.66,96.784,78.609,87.02,53.425,46.635,58.051,75.915,102.943,36.184,39.976,60.676,3.654,23.6,45.126,46.291,44.781,133.339,62.408,9.243,70.861,111.196,41.234,47.805,7.039,25.821,105.784,8.93,109.006,102.747,25.673,41.817,52.412,62.199,71.079,69.176,23.26,86.733,73.21,37.489,49.085,7.382,5.513,42.37,78.14,50.421,17.537,42.733,51.588,32.625,44.996,54.779,12.519,34.802,35.133,68.189,36.136,22.205,24.356,29.719,33.48,94.876,11.133,26.566,59.813,63.887,7.581,10.528,56.542,13.243,77.294,13.937,47.046,89.392,64.969,11.879,54.515,89.824,74.442,26.404,89.369,25.92,28.83,51.606,43.324,0,8.114,47.227,31.489,22.816,23.117,14.967,5.434,78.281,37.634,5.075,15.876,50.709,45.591,78.813,46.512,10.993,90.346,33.195,17.761,35.472,22.584, 
Santa Anita,94.79,27.756,41.294,103.262,47.463,74.013,49.259,38.947,28.415,77.108,66.593,18.774,56.115,13.764,97.622,79.447,87.858,50.555,47.473,58.889,73.446,120.302,37.022,41.309,61.514,4.728,25.146,46.672,43.421,37.741,126.299,68.083,10.294,71.699,112.034,34.194,40.765,8.587,33.653,96.644,6.723,109.844,103.585,9.748,38.947,58.512,68.3,71.917,75.277,26.922,92.408,74.048,30.449,46.215,16.389,8.564,48.471,69,56.096,20.087,48.834,52.426,33.463,51.097,59.111,24.323,35.64,36.466,69.027,33.266,34.653,32.188,37.551,41.312,95.714,12.184,27.404,60.651,56.847,7.881,12.073,49.502,5.975,74.825,5.848,44.176,95.067,71.07,12.93,55.353,90.662,80.117,30.206,82.329,23.05,25.96,52.444,44.162,8.114,0,54.331,38.682,20.843,21.144,17.242,2.857,70.822,35.249,13.211,4.055,48.323,47.245,92.573,39.053,11.698,87.96,30.81,15.788,20.969,19.543, 
Chapala,133.799,31.459,80.303,90.319,75.929,54.581,77.725,49.566,56.881,105.574,95.059,56.464,66.734,42.051,84.679,107.913,116.324,61.174,22.369,87.355,62.93,159.312,37.791,25.874,48.571,45.751,63.28,101.981,43.486,68.675,165.309,107.092,38.418,68.175,140.5,73.203,76.335,42.123,30.942,126.291,48.781,138.31,90.642,56.746,49.566,6.317,20.579,100.382,27.557,28.58,131.417,102.514,69.458,43.348,41.747,43.517,10.198,98.647,95.105,30.02,29.402,17.016,61.929,31.665,98.12,34.92,64.106,26.646,97.493,31.731,24.793,29.477,34.84,38.601,124.18,37.426,55.87,9.554,95.857,41.467,50.208,88.511,62.701,93.793,55.696,41.759,134.076,51.638,39.154,83.819,77.719,119.126,31.525,121.339,41.215,42.63,80.91,27.38,47.227,54.331,0,35.96,43.518,34.799,43.409,56.408,109.13,57.647,44.194,61.775,61.351,93.456,130.881,73.878,41.972,109.808,52.657,41.839,55.009,49.654, 
